time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/loss,train/std,train/learning_rate,train/value_loss,train/clip_fraction,train/n_updates,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
12,3,1705,6144,0.02105838,-0.025623419467592612,0.2,0.03541278839111328,-0.031087251380085945,0.9952466487884521,0.0004092704424510632,0.004050498588185292,0.2591552734375,176,-43.83952581882477,1258.0,-2.4619145000000002
13,3,1697,6656,0.01583965,-0.025922691012965515,0.2,0.03172105550765991,-0.02660643681883812,0.9954244494438171,0.0004092704424510632,0.001995252157939831,0.248779296875,192,-43.83177435398102,1258.0,-2.4616806
14,4,1691,7168,0.017393503,-0.029844743257854134,0.2,0.002407550811767578,-0.03291189298033714,0.993518054485321,0.0004092704424510632,0.01992520023486577,0.286865234375,208,-43.81383836269379,1258.0,-2.4616806
15,4,1687,7680,0.015558811,-0.02264937909785658,0.2,0.04339170455932617,-0.02513999491930008,0.9928468465805054,0.0004092704424510632,0.0035944675546488725,0.2264404296875,224,-43.75962769985199,1258.0,-2.4507723333333336
16,4,1685,8192,0.019815797,-0.028333348251180723,0.2,0.0135994553565979,-0.021149637177586555,0.9911026358604431,0.0004092704424510632,0.02549816539976746,0.309814453125,240,-43.730061531066895,1258.0,-2.4507723333333336
17,5,1684,8704,0.017386563,-0.026623052108334377,0.2,0.4551178216934204,-0.038252390921115875,0.9898643493652344,0.0004092704424510632,0.003359772850672016,0.27294921875,256,-43.67594540119171,1258.0,-2.4507723333333336
18,5,1682,9216,0.017094512,-0.024313046829774976,0.2,0.1787589192390442,-0.03145277127623558,0.9883953928947449,0.0004092704424510632,0.0026898256546701305,0.2156982421875,272,-43.63477861881256,1258.0,-2.461666571428572
19,5,1680,9728,0.020740192,-0.025684157604700886,0.2,0.04344737529754639,-0.03603435680270195,0.9872799515724182,0.0004092704424510632,0.02545890284818597,0.266845703125,288,-43.600831389427185,1258.0,-2.461666571428572
20,6,1678,10240,0.017185101,-0.027250285893387627,0.2,0.5709134340286255,-0.03809642046689987,0.987800657749176,0.0004092704424510632,0.003352637610078091,0.2445068359375,304,-43.574968099594116,1258.0,-2.4373595000000003
21,6,1671,10752,0.029079586,-0.031376846542116255,0.2,0.2115875482559204,-0.033058397471904755,0.9871063828468323,0.0004092704424510632,0.023834046151023358,0.2950439453125,320,-43.584319949150085,1258.0,-2.4373595000000003
22,6,1667,11264,0.018979385,-0.022921718540601432,0.2,0.37642747163772583,-0.024336740374565125,0.9864994883537292,0.0004092704424510632,0.002985212890052935,0.222900390625,336,-43.55790042877197,1258.0,-2.4373595000000003
23,7,1664,11776,0.015772963,-0.02142848735093139,0.2,0.4357057809829712,-0.040548305958509445,0.9861295223236084,0.0004092704424510632,0.0026166161042056046,0.2061767578125,352,-43.539538502693176,1258.0,-2.4266631111111114
24,7,1661,12288,0.023874985,-0.02544853006838821,0.2,0.1477060317993164,-0.03331678733229637,0.9863110184669495,0.0004092704424510632,0.026750206016004086,0.2718505859375,368,-43.53923273086548,1258.0,-2.4266631111111114
25,7,1658,12800,0.023417195,-0.025949522241717204,0.2,-0.2066739797592163,-0.035591207444667816,0.9871557354927063,0.0004092704424510632,0.003378644098120276,0.2718505859375,384,-43.549535274505615,1258.0,-2.4429109
26,8,1654,13312,0.026083652,-0.025239968999812845,0.2,0.2848873734474182,-0.017329078167676926,0.9871848225593567,0.0004092704424510632,0.04348871321417391,0.2718505859375,400,-43.569475531578064,1258.0,-2.4429109
27,8,1651,13824,0.015078051,-0.026088429644005373,0.2,0.41823917627334595,-0.020157936960458755,0.9874083399772644,0.0004092704424510632,0.004404935010825284,0.2552490234375,416,-43.56742191314697,1258.0,-2.4429109
28,8,1650,14336,0.021329734,-0.027678102924255654,0.2,0.6463721394538879,-0.036297086626291275,0.9867935180664062,0.0004092704424510632,0.004346621259173844,0.27490234375,432,-43.567312479019165,1258.0,-2.4670133636363643
29,9,1648,14848,0.03713907,-0.02329332462977618,0.2,0.34314823150634766,-0.021026838570833206,0.9873605966567993,0.0004092704424510632,0.02649319640477188,0.2890625,448,-43.5576274394989,1258.0,-2.4670133636363643
30,9,1646,15360,0.026767397,-0.030703811440616846,0.2,-1.1751275062561035,-0.04000888764858246,0.9871022701263428,0.0004092704424510632,0.0035278716386528686,0.297607421875,464,-43.57105886936188,1258.0,-2.465292416666667
31,9,1647,15872,0.017677195,-0.024455297098029405,0.2,0.20400238037109375,-0.007783690467476845,0.9868840575218201,0.0004092704424510632,0.05816496000625193,0.2474365234375,480,-43.55445647239685,1258.0,-2.465292416666667
32,9,1647,16384,0.020752508,-0.026731645193649456,0.2,-0.03962409496307373,-0.039457399398088455,0.9889091849327087,0.0004092704424510632,0.0060671155515592545,0.252685546875,496,-43.5805629491806,1258.0,-2.469929307692308
33,10,1645,16896,0.018448949,-0.020945112526533194,0.2,0.3842737674713135,-0.018819738179445267,0.9875712394714355,0.0004092704424510632,0.06147599348332733,0.23193359375,512,-43.60962724685669,1258.0,-2.469929307692308
34,10,1643,17408,0.01965623,-0.02649752623983659,0.2,-0.6473146677017212,-0.017883572727441788,0.9842360019683838,0.0004092704424510632,0.02045207898481749,0.24853515625,528,-43.53054690361023,1258.0,-2.469929307692308
35,10,1642,17920,0.021725658,-0.027324116497766227,0.2,0.34193629026412964,-0.037738505750894547,0.9832525849342346,0.0004092704424510632,0.0023232356725202408,0.2535400390625,544,-43.44546186923981,1258.0,-2.4569270714285714
36,11,1642,18432,0.022900563,-0.029201799916336313,0.2,0.20019739866256714,-0.03306230902671814,0.9839721322059631,0.0004092704424510632,0.06542134890332818,0.2611083984375,560,-43.448463439941406,1258.0,-2.4569270714285714
37,11,1643,18944,0.022113578,-0.029664113884791732,0.2,-0.6100548505783081,-0.030106842517852783,0.985553503036499,0.0004092704424510632,0.011512026248965412,0.2677001953125,576,-43.484341859817505,1258.0,-2.459301333333334
38,11,1645,19456,0.021012183,-0.022771391028072685,0.2,0.42794269323349,-0.0030033066868782043,0.9858497977256775,0.0004092704424510632,0.0812535738805309,0.219970703125,592,-43.518882036209106,1258.0,-2.459301333333334
39,12,1646,19968,0.017820833,-0.023078159094438888,0.2,0.14222073554992676,-0.04146265238523483,0.9859850406646729,0.0004092704424510632,0.013968712664791383,0.177978515625,608,-43.51753485202789,1258.0,-2.459301333333334
40,12,1647,20480,0.018915858,-0.022101422073319554,0.2,-0.3194037675857544,-0.042811982333660126,0.9869728088378906,0.0004092704424510632,0.0027086896043329034,0.2384033203125,624,-43.52922570705414,1258.0,-2.4553708125
41,12,1648,20992,0.01871235,-0.023783056647516787,0.2,0.1512262225151062,-0.01935126632452011,0.9869900941848755,0.0004092704424510632,0.08349723898572847,0.1519775390625,640,-43.55119454860687,1258.0,-2.4553708125
42,13,1648,21504,0.016363233,-0.02514932950725779,0.2,-1.1105678081512451,-0.0323234386742115,0.9867905378341675,0.0004092704424510632,0.013984016055474058,0.2305908203125,656,-43.54625344276428,1258.0,-2.4511145882352943
43,13,1648,22016,0.01791885,-0.024548993780626915,0.2,0.4874672293663025,-0.008604088798165321,0.9866785407066345,0.0004092704424510632,0.07564475119579583,0.2017822265625,672,-43.5442920923233,1258.0,-2.4511145882352943
44,13,1647,22528,0.018439896,-0.022602898738114163,0.2,-1.084970474243164,-0.020845085382461548,0.9869709014892578,0.0004092704424510632,0.015383081627078354,0.2052001953125,688,-43.54363024234772,1258.0,-2.4511145882352943
45,13,1647,23040,0.020270891,-0.028983469295781106,0.2,0.22722572088241577,-0.03688477724790573,0.9896074533462524,0.0004092704424510632,0.003790516078879591,0.26611328125,704,-43.58272910118103,1258.0,-2.4467506666666665
46,14,1647,23552,0.019192599,-0.02233370445901528,0.2,0.36520034074783325,-0.005746606737375259,0.9905092716217041,0.0004092704424510632,0.07747848192229867,0.1541748046875,720,-43.651573061943054,1258.0,-2.4467506666666665
47,14,1647,24064,0.022906695,-0.02708981385512743,0.2,-1.880892038345337,-0.04320595785975456,0.9906861782073975,0.0004092704424510632,0.021468831022502854,0.240478515625,736,-43.65766489505768,1258.0,-2.4361894210526316
48,14,1647,24576,0.020939318,-0.023298647269257344,0.2,0.530648410320282,-0.012556469067931175,0.9910102486610413,0.0004092704424510632,0.10226963530294597,0.1778564453125,752,-43.66714584827423,1258.0,-2.4361894210526316
49,15,1647,25088,0.027079217,-0.02858722084783949,0.2,-0.7650549411773682,-0.03747846558690071,0.9902667999267578,0.0004092704424510632,0.01818168564932421,0.29248046875,768,-43.66244924068451,1258.0,-2.4361894210526316
50,15,1646,25600,0.022088204,-0.02853437914745882,0.2,0.5818703770637512,-0.04057183489203453,0.9899457097053528,0.0004092704424510632,0.005019399723096285,0.2552490234375,784,-43.64431583881378,1258.0,-2.4318272
51,15,1645,26112,0.023666358,-0.020503025560174137,0.2,0.5132226943969727,-0.029739774763584137,0.9895280599594116,0.0004092704424510632,0.06998248561285436,0.1912841796875,800,-43.63253343105316,1258.0,-2.4318272
52,16,1645,26624,0.014226064,-0.019819572509732097,0.2,-3.0797786712646484,-0.03254280239343643,0.9890701174736023,0.0004092704424510632,0.017678191739832982,0.1944580078125,816,-43.614781498909,1258.0,-2.433667619047619
53,16,1645,27136,0.01832977,-0.024043639044975862,0.2,0.3118845224380493,-0.0024535395205020905,0.988695502281189,0.0004092704424510632,0.11814761930145323,0.1923828125,832,-43.60257005691528,1258.0,-2.433667619047619
54,16,1644,27648,0.022106245,-0.02357444795779884,0.2,-0.6100113391876221,-0.0240003801882267,0.9870558977127075,0.0004092704424510632,0.01403505852795206,0.235107421875,848,-43.57442843914032,1258.0,-2.433667619047619
55,17,1644,28160,0.02047887,-0.030964441073592752,0.2,0.7372905015945435,-0.04505700245499611,0.9876176714897156,0.0004092704424510632,0.009555118347634561,0.2830810546875,864,-43.54420590400696,1258.0,-2.4329149545454545
56,17,1644,28672,0.023561865,-0.021865661721676588,0.2,0.6356205940246582,-0.0273318849503994,0.9882460236549377,0.0004092704424510632,0.04468085500411689,0.2421875,880,-43.577805161476135,1258.0,-2.4329149545454545
57,17,1644,29184,0.013678582,-0.02004308301548008,0.2,-5.41308069229126,-0.0317348837852478,0.9888958930969238,0.0004092704424510632,0.012510866203228943,0.2076416015625,896,-43.587952733039856,1258.0,-2.440454086956522
58,18,1646,29696,0.01248026,-0.013620027952129021,0.2,0.13478976488113403,0.014297671616077423,0.9889777898788452,0.0004092704424510632,0.17968656425364316,0.0906982421875,912,-43.609256982803345,1258.0,-2.440454086956522
59,18,1650,30208,0.020929663,-0.0253603711607866,0.2,-0.5452278852462769,-0.03304589167237282,0.9881738424301147,0.0004092704424510632,0.006623282664804719,0.270263671875,928,-43.59501934051514,1258.0,-2.430284625
60,18,1650,30720,0.015260212,-0.017631221504416317,0.2,0.36119693517684937,-0.013690527528524399,0.988033652305603,0.0004092704424510632,0.10694729199167341,0.1402587890625,944,-43.57564687728882,1258.0,-2.430284625
61,18,1650,31232,0.017315488,-0.026879667566390708,0.2,-1.203826665878296,-0.029014432802796364,0.989205539226532,0.0004092704424510632,0.003097122891631443,0.2547607421875,960,-43.59166061878204,1258.0,-2.430284625
62,19,1651,31744,0.02223267,-0.024853311537299305,0.2,0.1100805401802063,-0.026573214679956436,0.9908479452133179,0.0004092704424510632,0.0024808305570331868,0.2398681640625,976,-43.63859724998474,1258.0,-2.4267166000000002
63,19,1651,32256,0.014005046,-0.01576783967902884,0.2,0.25964635610580444,0.03918296471238136,0.9911262392997742,0.0004092704424510632,0.14756409509573132,0.1094970703125,992,-43.67765128612518,1258.0,-2.4267166000000002
64,19,1651,32768,0.021045415,-0.030667504644952714,0.2,-1.6273422241210938,-0.033115096390247345,0.9934576153755188,0.0004092704424510632,0.020957732165697962,0.259765625,1008,-43.7025089263916,1258.0,-2.426841153846154
65,20,1653,33280,0.018599289,-0.009424344811122864,0.2,0.6579928398132324,0.003966791555285454,0.9935652613639832,0.0004092704424510632,0.15029689180664718,0.0927734375,1024,-43.75980198383331,1258.0,-2.426841153846154
66,20,1653,33792,0.019795036,-0.022946408833377063,0.2,-0.24125146865844727,-0.01832832396030426,0.9927467107772827,0.0004092704424510632,0.01974003028590232,0.2666015625,1040,-43.733373165130615,1258.0,-2.426841153846154
67,20,1653,34304,0.017123628,-0.027465663064504042,0.2,-1.0089452266693115,-0.037215590476989746,0.9928430318832397,0.0004092704424510632,0.003684961782710161,0.2950439453125,1056,-43.721548199653625,1258.0,-2.418775851851852
68,21,1653,34816,0.018360132,-0.016084684524685144,0.2,0.21782147884368896,-0.013018149882555008,0.9925439357757568,0.0004092704424510632,0.1816528607159853,0.1109619140625,1072,-43.71828901767731,1258.0,-2.418775851851852
69,21,1653,35328,0.015089101,-0.023751802204060368,0.2,-1.9766170978546143,-0.0276448056101799,0.9918267130851746,0.0004092704424510632,0.0114645108114928,0.2078857421875,1088,-43.701595067977905,1258.0,-2.419381535714286
70,21,1653,35840,0.01654137,-0.0185101494207629,0.2,0.19045031070709229,0.014664333313703537,0.9916864633560181,0.0004092704424510632,0.18791634577792138,0.1429443359375,1104,-43.68533504009247,1258.0,-2.419381535714286
71,21,1652,36352,0.02366186,-0.02665066435292829,0.2,-1.0581855773925781,-0.031501490622758865,0.9910600781440735,0.0004092704424510632,0.009146079537458718,0.3001708984375,1120,-43.679567694664,1258.0,-2.419381535714286
72,22,1652,36864,0.017545093,-0.02675846210331656,0.2,-0.02128279209136963,-0.043055497109889984,0.9910561442375183,0.0004092704424510632,0.0025075370831473265,0.2486572265625,1136,-43.66238486766815,1258.0,-2.418121103448276
73,22,1652,37376,0.011215901,-0.012359729604213499,0.2,0.26397836208343506,0.004926662892103195,0.9908121228218079,0.0004092704424510632,0.22785764292348176,0.084228515625,1152,-43.66484868526459,1258.0,-2.418121103448276
74,22,1652,37888,0.015992768,-0.01840977573010605,0.2,-2.4214298725128174,-0.02236812375485897,0.9898979663848877,0.0004092704424510632,0.014395955862710252,0.2098388671875,1168,-43.642722964286804,1258.0,-2.4200914333333334
75,23,1651,38400,0.017154498,-0.020043167780386284,0.2,0.4312450885772705,0.00017149746417999268,0.9891202449798584,0.0004092704424510632,0.169726891675964,0.11767578125,1184,-43.616167187690735,1258.0,-2.4200914333333334
76,23,1651,38912,0.01303648,-0.022287184750894085,0.2,-2.0448966026306152,-0.019311968237161636,0.9901172518730164,0.0004092704424510632,0.019291225646156818,0.1949462890625,1200,-43.61521279811859,1258.0,-2.4200914333333334
77,23,1650,39424,0.020821929,-0.024951396277174354,0.2,0.3966042995452881,-0.0207050871104002,0.9916813969612122,0.0004092704424510632,0.010069737705634907,0.2615966796875,1216,-43.66022443771362,1258.0,-2.416975290322581
78,24,1650,39936,0.02040989,-0.017336009521386586,0.2,0.5425370931625366,-0.0015809070318937302,0.9922433495521545,0.0004092704424510632,0.14445326232817024,0.1644287109375,1232,-43.69275224208832,1258.0,-2.416975290322581
79,24,1649,40448,0.025850985,-0.029207757659605704,0.2,-3.4113636016845703,-0.037546150386333466,0.9924135804176331,0.0004092704424510632,0.02609636099077761,0.311279296875,1248,-43.7025728225708,1258.0,-2.4270000937500003
80,24,1648,40960,0.019318495,-0.020440667911316268,0.2,0.41571521759033203,-0.007378406822681427,0.9928117990493774,0.0004092704424510632,0.17686092387884855,0.1436767578125,1264,-43.70925056934357,1258.0,-2.4270000937500003
81,25,1647,41472,0.016257387,-0.02462402566743549,0.2,-0.13960838317871094,-0.020502055063843727,0.9922811388969421,0.0004092704424510632,0.039855028968304396,0.2471923828125,1280,-43.71299147605896,1258.0,-2.4270000937500003
82,25,1646,41984,0.01800353,-0.021756615795311518,0.2,0.6779541969299316,-0.024313155561685562,0.9909502267837524,0.0004092704424510632,0.03761317394673824,0.2298583984375,1296,-43.685810804367065,1258.0,-2.4285459090909094
83,25,1645,42496,0.024941122,-0.01849107228918001,0.2,0.743864893913269,-0.020921137183904648,0.9887211918830872,0.0004092704424510632,0.06423793366411701,0.1617431640625,1312,-43.6276136636734,1258.0,-2.4285459090909094
84,26,1645,43008,0.02681518,-0.0256608271447476,0.2,-3.390657424926758,-0.02518647536635399,0.9888447523117065,0.0004092704424510632,0.016536763083422557,0.2674560546875,1328,-43.578421115875244,1258.0,-2.4276316470588237
85,26,1643,43520,0.018978454,-0.02389457036042586,0.2,0.20658540725708008,-0.009195365011692047,0.9892264604568481,0.0004092704424510632,0.27870027360040694,0.13623046875,1344,-43.59987509250641,1258.0,-2.4276316470588237
86,26,1643,44032,0.026715044,-0.029429396789055318,0.2,-0.4973576068878174,-0.03654202073812485,0.991582989692688,0.0004092704424510632,0.008031191668123938,0.2989501953125,1360,-43.63090717792511,1258.0,-2.4258367714285716
87,27,1642,44544,0.015702892,-0.02282367370207794,0.2,0.5068408250808716,-0.006179433315992355,0.9927865266799927,0.0004092704424510632,0.2604041413869709,0.154052734375,1376,-43.69998562335968,1258.0,-2.4258367714285716
88,27,1641,45056,0.020540036,-0.03146124322665855,0.2,-2.2305819988250732,-0.037385791540145874,0.994676411151886,0.0004092704424510632,0.004187993188679684,0.2674560546875,1392,-43.73861289024353,1258.0,-2.4258367714285716
89,27,1641,45568,0.019218437,-0.02589580774656497,0.2,0.000826716423034668,-0.029951447620987892,0.9930694103240967,0.0004092704424510632,0.0030137643589114305,0.2645263671875,1408,-43.75634586811066,1258.0,-2.421212027777778
90,28,1641,46080,0.016297657,-0.014702479136758484,0.2,0.27030694484710693,0.0014412794262170792,0.9924918413162231,0.0004092704424510632,0.26740294706542045,0.060791015625,1424,-43.704357504844666,1258.0,-2.421212027777778
91,28,1640,46592,0.026798328,-0.028686821286100894,0.2,-2.317362070083618,-0.034623365849256516,0.9922237992286682,0.0004092704424510632,0.022991919075138867,0.2877197265625,1440,-43.7011296749115,1258.0,-2.416590756756757
92,28,1640,47104,0.019145738,-0.01607288816012442,0.2,0.6143946051597595,0.01172671653330326,0.992417573928833,0.0004092704424510632,0.23059811862185597,0.111083984375,1456,-43.692463397979736,1258.0,-2.416590756756757
93,29,1640,47616,0.01889367,-0.022481802763650194,0.2,-3.0648345947265625,-0.024667970836162567,0.9922254085540771,0.0004092704424510632,0.006870140212413389,0.242919921875,1472,-43.69648730754852,1258.0,-2.416590756756757
94,29,1640,48128,0.02085555,-0.022726427298039198,0.2,-1.1890249252319336,-0.022255990654230118,0.9917929768562317,0.0004092704424510632,0.0030699702474521473,0.257080078125,1488,-43.687098145484924,1258.0,-2.417200394736842
95,29,1639,48640,0.01097106,-0.011553701129741967,0.2,0.20482474565505981,0.04897331818938255,0.9910928010940552,0.0004092704424510632,0.40177743788808584,0.0513916015625,1504,-43.664140939712524,1258.0,-2.417200394736842
96,29,1638,49152,0.020007435,-0.028247831825865433,0.2,-1.9636189937591553,-0.040193457156419754,0.9908359050750732,0.0004092704424510632,0.008664599648909643,0.260986328125,1520,-43.64723873138428,1258.0,-2.4177824102564105
97,30,1638,49664,0.01668333,-0.014202671773091424,0.2,0.4526001214981079,0.027259141206741333,0.9908543229103088,0.0004092704424510632,0.3524451113771647,0.0880126953125,1536,-43.64657759666443,1258.0,-2.4177824102564105
98,30,1638,50176,0.021835182,-0.025961432926123962,0.2,-2.330585241317749,-0.04106379300355911,0.9917353391647339,0.0004092704424510632,0.012836566878831945,0.252197265625,1552,-43.658013343811035,1258.0,-2.4177824102564105
99,30,1637,50688,0.019934379,-0.027894009777810425,0.2,-0.10314750671386719,-0.04390893131494522,0.9917945861816406,0.0004092704424510632,0.00375754211563617,0.26953125,1568,-43.67684018611908,1258.0,-2.4148882499999997
100,31,1637,51200,0.019685708,-0.012817580325645395,0.2,0.3337056040763855,0.0028186477720737457,0.9913417100906372,0.0004092704424510632,0.29958400956820697,0.090576171875,1584,-43.66837024688721,1258.0,-2.4148882499999997
101,31,1637,51712,0.02940035,-0.03400051339122001,0.2,-3.593991756439209,-0.03789801523089409,0.9920276403427124,0.0004092704424510632,0.023430409986758605,0.32763671875,1600,-43.66453778743744,1258.0,-2.4149617073170733
102,31,1637,52224,0.012531617,-0.008307648546178825,0.2,0.43981271982192993,0.033132899552583694,0.9915639758110046,0.0004092704424510632,0.3282396527938545,0.0479736328125,1616,-43.68483901023865,1258.0,-2.4149617073170733
103,32,1637,52736,0.027255818,-0.027232812164584175,0.2,-0.5391559600830078,-0.03369496017694473,0.9892892241477966,0.0004092704424510632,0.029664176458027214,0.291015625,1632,-43.63765561580658,1258.0,-2.4149617073170733
104,32,1636,53248,0.018758759,-0.02450198051519692,0.2,0.2719185948371887,-0.02897244691848755,0.9871519207954407,0.0004092704424510632,0.004838512642891146,0.2342529296875,1648,-43.56388223171234,1258.0,-2.417945880952381
105,32,1636,53760,0.011523267,-0.012921699599246494,0.2,0.4350964426994324,0.00831018015742302,0.9865666031837463,0.0004092704424510632,0.33410044701304287,0.059326171875,1664,-43.51901340484619,1258.0,-2.417945880952381
106,33,1635,54272,0.01833589,-0.026110992199392058,0.2,-3.4314279556274414,-0.023925796151161194,0.986859142780304,0.0004092704424510632,0.048854995518922806,0.2064208984375,1680,-43.514838099479675,1258.0,-2.420997465116279
107,33,1635,54784,0.014659422,-0.008880044595571235,0.2,0.4146556258201599,0.016557227820158005,0.9870057702064514,0.0004092704424510632,0.35489558381959796,0.0513916015625,1696,-43.530295848846436,1258.0,-2.420997465116279
108,33,1635,55296,0.022302553,-0.023578892112709582,0.2,-2.190943479537964,-0.02809319831430912,0.9864633679389954,0.0004092704424510632,0.04122680617729202,0.2308349609375,1712,-43.51979744434357,1258.0,-2.420997465116279
109,34,1634,55808,0.019725047,-0.027854581363499165,0.2,0.6964904069900513,-0.03694764897227287,0.9840023517608643,0.0004092704424510632,0.01836930721765384,0.2554931640625,1728,-43.47734534740448,1258.0,-2.4239692954545458
110,34,1634,56320,0.017041208,-0.02081136984634213,0.2,0.6058743000030518,-0.02672250010073185,0.9823033809661865,0.0004092704424510632,0.19400649797171354,0.193603515625,1744,-43.405463457107544,1258.0,-2.4239692954545458
111,34,1634,56832,0.020989224,-0.02049287701083813,0.2,-5.6078009605407715,-0.026162944734096527,0.9811739921569824,0.0004092704424510632,0.020468792121391743,0.2410888671875,1760,-43.36174154281616,1258.0,-2.419588066666667
112,35,1633,57344,0.007477097,-0.010763456841232255,0.2,0.22607707977294922,-0.0011377111077308655,0.9809223413467407,0.0004092704424510632,0.5513253608951345,0.03271484375,1776,-43.33566236495972,1258.0,-2.419588066666667
113,35,1633,57856,0.024942424,-0.02538277313578874,0.2,-1.2851216793060303,-0.03528451547026634,0.9780778288841248,0.0004092704424510632,0.011702901319949888,0.267578125,1792,-43.296921133995056,1258.0,-2.419588066666667
114,35,1633,58368,0.01939227,-0.022370403865352273,0.2,0.6963768601417542,-0.023623181506991386,0.9773021936416626,0.0004092704424510632,0.04197720478987321,0.2012939453125,1808,-43.22097325325012,1258.0,-2.4153758913043477
115,36,1633,58880,0.028733615,-0.019124215978081338,0.2,0.6650710105895996,-0.011282360181212425,0.9776479005813599,0.0004092704424510632,0.0707320976362098,0.205078125,1824,-43.222671031951904,1258.0,-2.4153758913043477
116,36,1633,59392,0.015341233,-0.023166293394751847,0.2,-2.885985851287842,-0.03039279207587242,0.9757065773010254,0.0004092704424510632,0.020242923783371225,0.2054443359375,1840,-43.2055549621582,1258.0,-2.4151128085106386
117,36,1633,59904,0.008069035,-0.005890382468351163,0.2,0.1484813690185547,0.03141003102064133,0.9751189947128296,0.0004092704424510632,0.5166279679397121,0.0447998046875,1856,-43.15080964565277,1258.0,-2.4151128085106386
118,36,1633,60416,0.026861764,-0.024329029256477952,0.2,-1.9377782344818115,-0.03148927167057991,0.9775235056877136,0.0004092704424510632,0.013038297067396343,0.2686767578125,1872,-43.17644202709198,1258.0,-2.4122028541666665
119,37,1633,60928,0.015903171,-0.01383765329956077,0.2,0.5251798629760742,0.027551908046007156,0.9783580303192139,0.0004092704424510632,0.3525499214883894,0.1002197265625,1888,-43.24362325668335,1258.0,-2.4122028541666665
120,37,1634,61440,0.020647412,-0.02527999080484733,0.2,-0.1038351058959961,-0.023337138816714287,0.9763710498809814,0.0004092704424510632,0.015709774394053966,0.2626953125,1904,-43.22587466239929,1258.0,-2.4122028541666665
121,37,1634,61952,0.017314648,-0.023505224409746006,0.2,-1.1295900344848633,-0.023860029876232147,0.9771568775177002,0.0004092704424510632,0.0035263697063783184,0.2379150390625,1920,-43.18514370918274,1258.0,-2.4158790204081635
122,38,1634,62464,0.011881133,-0.012287135294172913,0.2,0.34378039836883545,0.133283793926239,0.9775691628456116,0.0004092704424510632,0.5451095742173493,0.0792236328125,1936,-43.2177357673645,1258.0,-2.4158790204081635
123,38,1634,62976,0.02502257,-0.030827227601548657,0.2,-3.0241169929504395,-0.0421188622713089,0.978137195110321,0.0004092704424510632,0.02398724781232886,0.277587890625,1952,-43.22620749473572,1258.0,-2.41518474
124,38,1635,63488,0.0072777104,-0.006222357420483604,0.2,0.5319553017616272,0.22516661882400513,0.9782577157020569,0.0004092704424510632,0.6050681886263192,0.0235595703125,1968,-43.24214065074921,1258.0,-2.41518474
125,39,1635,64000,0.023322586,-0.021976306990836747,0.2,-5.105764865875244,-0.017320964485406876,0.9770774841308594,0.0004092704424510632,0.03514468250796199,0.2203369140625,1984,-43.22693228721619,1258.0,-2.41518474
