train/learning_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/ent_coef_loss,time/fps,time/total_timesteps,train/ent_coef,train/critic_loss,time/time_elapsed,train/actor_loss,train/n_updates
0.0008459126528049375,4,1258.0,-4.2587235,-163.791259765625,11,5032,0.01740267686545849,1.8953168392181396,453,-124.0505599975586,4931
0.0008459126528049375,8,1258.0,-3.30780925,20.136140823364258,10,10064,0.0013122037053108215,5.431227207183838,919,-130.41432189941406,9963
0.0008459126528049375,12,1258.0,-2.6473253333333333,33.28486633300781,10,15096,0.0009890557266771793,5.496992111206055,1385,-135.8671112060547,14995
0.0008459126528049375,16,1258.0,-2.2778251249999997,19.03542709350586,10,20128,0.0005585325416177511,3.352750301361084,1859,-139.3074493408203,20027
0.0008459126528049375,20,1258.0,-2.1021406,-69.50745391845703,10,25160,0.0014648507349193096,6.654255390167236,14,-114.05071258544922,25059
0.0008459126528049375,24,1258.0,-1.9974744166666667,-17.70067596435547,10,30192,0.0010613620979711413,17.136211395263672,478,-104.72320556640625,30091
0.0008459126528049375,28,1258.0,-1.9204719285714285,-0.8879365921020508,10,35224,0.0011459661182016134,6.917632102966309,939,-83.14405059814453,35123
0.0008459126528049375,32,1258.0,-1.8458484687499999,25.293861389160156,10,40256,0.0004556656058412045,1.5741915702819824,1400,-79.87570190429688,40155
0.0008459126528049375,36,1258.0,-1.7720794999999998,45.07864761352539,10,45288,0.0006834609666839242,2.574228048324585,1862,-77.66048431396484,45187
0.0008459126528049375,40,1258.0,-1.7261635999999996,-33.66575241088867,10,50320,0.0003580261254683137,0.9725527167320251,29,-72.57617950439453,50219
0.0008459126528049375,44,1258.0,-1.6810161363636362,38.40296936035156,10,55352,0.0003159086045343429,6.667078971862793,496,-68.8134536743164,55251
0.0008459126528049375,48,1258.0,-1.635632125,12.116433143615723,10,60384,0.00040747536695562303,1.2891688346862793,965,-66.15704345703125,60283
0.0008459126528049375,52,1258.0,-1.608458,79.70181274414062,10,65416,0.00039380736416205764,1.3004045486450195,1433,-63.017066955566406,65315
0.0008459126528049375,56,1258.0,-1.5767657499999999,-32.52122116088867,10,70448,0.00037261986290104687,1.4346446990966797,1900,-60.341163635253906,70347
0.0008459126528049375,60,1258.0,-1.548126883333333,43.43185806274414,10,75480,0.0005820808582939208,1.916855812072754,46,-58.21707534790039,75379
0.0008459126528049375,64,1258.0,-1.5266687656249998,21.810779571533203,10,80512,0.0010312445228919387,3.2455172538757324,537,-53.743019104003906,80411
0.0008459126528049375,68,1258.0,-1.5054348235294115,-41.50196838378906,10,85544,0.0007604468264617026,15.103199005126953,1027,-48.95226287841797,85443
0.0008459126528049375,72,1258.0,-1.487341625,16.3169002532959,10,90576,0.0009122425108216703,7.0442280769348145,1511,-41.08924102783203,90475
