time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_fraction,train/std,train/value_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
9216,18,7,1300,-0.028128283098340034,0.016028615,272,0.2,-0.0245324009883916,-44.19042205810547,0.0004092704424510632,0.232666015625,1.0082155466079712,0.006339384897728451,0.003729879856109619,-2.3207699999999996,1258.0
9728,19,7,1297,-0.016580576077103615,0.014115967,288,0.2,-0.024066061436315067,-44.247323513031006,0.0004092704424510632,0.183837890625,1.0096760988235474,0.02913761360105127,0.00021153688430786133,-2.3207699999999996,1258.0
10240,20,7,1294,-0.01984979584813118,0.020092702,304,0.2,-0.02211174336844124,-44.25817656517029,0.0004092704424510632,0.2236328125,1.008777379989624,0.007311296882107854,0.017795264720916748,-2.330513,1258.0
10752,21,8,1293,-0.004582798108458519,0.014021207,320,0.2,-0.017875353689305484,-44.22161900997162,0.0004092704424510632,0.1851806640625,1.007570505142212,0.0341568102594465,0.001858353614807129,-2.330513,1258.0
11264,22,8,1292,-0.05205663666129112,0.013477806,336,0.2,-0.025395540840690956,-44.1788227558136,0.0004092704424510632,0.1871337890625,1.0060416460037231,0.0018071810809487943,0.05074185132980347,-2.330513,1258.0
11776,23,9,1291,-0.041639234870672226,0.026285738,352,0.2,-0.028914112466736697,-44.1696834564209,0.0004092704424510632,0.291259765625,1.0076297521591187,0.00479549963347381,0.005182504653930664,-2.315349,1258.0
12288,24,9,1290,-0.010867174714803696,0.019173825,368,0.2,-0.019610945208114572,-44.19409668445587,0.0004092704424510632,0.21240234375,1.0066484212875366,0.046221710043028,0.0011355280876159668,-2.315349,1258.0
12800,25,9,1289,-0.03482949733734131,0.015270036,384,0.2,-0.021404773855465464,-44.16934096813202,0.0004092704424510632,0.2156982421875,1.0071742534637451,0.005057383343228139,0.1493610143661499,-2.3023992,1258.0
13312,26,10,1288,-0.014732696115970612,0.014714714,400,0.2,-0.02142597598140128,-44.17654621601105,0.0004092704424510632,0.235107421875,1.0059847831726074,0.04975273564923555,0.018375158309936523,-2.3023992,1258.0
13824,27,10,1286,-0.0409545861184597,0.018506698,416,0.2,-0.029967299167765304,-44.13244068622589,0.0004092704424510632,0.26513671875,1.0051707029342651,0.003010942877153866,-0.565976619720459,-2.3023992,1258.0
14336,28,11,1285,-0.03158608451485634,0.016351681,432,0.2,-0.02426061872392893,-44.096280097961426,0.0004092704424510632,0.229736328125,1.002938985824585,0.004706864652689546,0.15377187728881836,-2.322474090909091,1258.0
14848,29,11,1285,-0.02043011225759983,0.04574821,448,0.2,-0.02647987604723312,-44.04273581504822,0.0004092704424510632,0.3441162109375,1.0027071237564087,0.03304479626240209,0.014231264591217041,-2.322474090909091,1258.0
15360,30,11,1284,-0.03649746999144554,0.02287193,464,0.2,-0.0237290718650911,-44.06371891498566,0.0004092704424510632,0.2523193359375,1.0035691261291504,0.0070038255071267486,0.267005980014801,-2.3264514166666665,1258.0
15872,31,12,1283,0.005534987896680832,0.020505618,480,0.2,-0.02268192797782831,-44.051478028297424,0.0004092704424510632,0.2515869140625,1.0019758939743042,0.0603835933143273,0.0036365389823913574,-2.3264514166666665,1258.0
16384,32,12,1283,-0.03780977055430412,0.022498054,496,0.2,-0.029973581098602153,-43.99734342098236,0.0004092704424510632,0.2840576171875,1.00009024143219,0.0024289592656714376,-0.13595569133758545,-2.334589076923077,1258.0
16896,33,13,1282,0.002876361832022667,0.019573532,512,0.2,-0.02494189326534979,-43.948774456977844,0.0004092704424510632,0.2166748046875,0.9990500211715698,0.06755915889516473,0.0040343403816223145,-2.334589076923077,1258.0
17408,34,13,1282,-0.035622503608465195,0.020037342,528,0.2,-0.028475868559326045,-43.93886148929596,0.0004092704424510632,0.2542724609375,0.999652624130249,0.002104531911754748,-0.21769094467163086,-2.334589076923077,1258.0
17920,35,13,1280,-0.0320119671523571,0.015257617,544,0.2,-0.026169838471105322,-43.92945313453674,0.0004092704424510632,0.1903076171875,0.9978463053703308,0.005479470652062446,0.007019698619842529,-2.3300097142857146,1258.0
18432,36,14,1280,0.0023124217987060547,0.01845959,560,0.2,-0.02174319699406624,-43.85800302028656,0.0004092704424510632,0.2022705078125,0.9955034852027893,0.08967476582620293,0.005066275596618652,-2.3300097142857146,1258.0
18944,37,14,1279,-0.027363359928131104,0.012546155,576,0.2,-0.02191070534172468,-43.77831315994263,0.0004092704424510632,0.1646728515625,0.9928150177001953,0.003976546271587722,0.3252580165863037,-2.3379322,1258.0
19456,38,15,1278,0.016444168984889984,0.022249183,592,0.2,-0.027331621808116324,-43.719330191612244,0.0004092704424510632,0.258544921875,0.9922329187393188,0.10583877400495112,0.0003167390823364258,-2.3379322,1258.0
19968,39,15,1276,-0.04050380736589432,0.018680101,608,0.2,-0.024790218652924523,-43.71947157382965,0.0004092704424510632,0.2550048828125,0.992365300655365,0.002548318174376618,0.003191232681274414,-2.3379322,1258.0
20480,40,16,1275,-0.031139984726905823,0.018137034,624,0.2,-0.022372369858203456,-43.74221324920654,0.0004092704424510632,0.218017578125,0.9941940307617188,0.006414590287022293,0.0018541216850280762,-2.3363275000000003,1258.0
20992,41,16,1274,0.020600147545337677,0.023280133,640,0.2,-0.023409251996781677,-43.78883647918701,0.0004092704424510632,0.254150390625,0.9945408701896667,0.11363810859620571,0.0015590786933898926,-2.3363275000000003,1258.0
21504,42,16,1274,-0.03922349214553833,0.017153675,656,0.2,-0.022783978987718,-43.77787709236145,0.0004092704424510632,0.2047119140625,0.9938755631446838,0.005875390728760976,0.190840482711792,-2.3424678823529415,1258.0
22016,43,17,1273,-0.00207306444644928,0.019627329,672,0.2,-0.02105781898717396,-43.75295066833496,0.0004092704424510632,0.20263671875,0.9929993152618408,0.08219785708934069,0.18108099699020386,-2.3424678823529415,1258.0
22528,44,17,1272,-0.02964652329683304,0.026678694,688,0.2,-0.028491264092735946,-43.70852768421173,0.0004092704424510632,0.2423095703125,0.9907635450363159,0.0022124394272395875,-0.6967809200286865,-2.3424678823529415,1258.0
23040,45,18,1271,-0.03487333655357361,0.015705843,704,0.2,-0.02496956253889948,-43.64338493347168,0.0004092704424510632,0.2052001953125,0.9893568754196167,0.009370625761221163,0.02907395362854004,-2.354171888888889,1258.0
23552,46,18,1271,-0.01751990057528019,0.025804095,720,0.2,-0.027424875515862368,-43.623995780944824,0.0004092704424510632,0.229736328125,0.98934406042099,0.06991370988544077,0.1330111026763916,-2.354171888888889,1258.0
24064,47,18,1271,-0.03688666969537735,0.017461367,736,0.2,-0.0203907963441452,-43.65325593948364,0.0004092704424510632,0.21337890625,0.9920418858528137,0.0046718170124222524,-1.876788854598999,-2.341404157894737,1258.0
24576,48,19,1270,-0.0070290639996528625,0.020823667,752,0.2,-0.02217022152035497,-43.7125346660614,0.0004092704424510632,0.1982421875,0.9918312430381775,0.07319029432255775,0.4020492434501648,-2.341404157894737,1258.0
25088,49,19,1270,-0.0431121401488781,0.022492964,768,0.2,-0.02676441661606077,-43.676727294921875,0.0004092704424510632,0.2528076171875,0.9901368021965027,0.0035428605624474585,-5.376420021057129,-2.341404157894737,1258.0
25600,50,20,1268,-0.03717995434999466,0.02625882,784,0.2,-0.02984806918539107,-43.62862300872803,0.0004092704424510632,0.25927734375,0.989321768283844,0.006973176990868524,0.04781675338745117,-2.35262995,1258.0
26112,51,20,1261,-0.015550870448350906,0.018957736,800,0.2,-0.01925801947072614,-43.599727392196655,0.0004092704424510632,0.145751953125,0.9875622987747192,0.05561106791719794,0.12591463327407837,-2.35262995,1258.0
26624,52,21,1261,-0.03791498765349388,0.023915358,816,0.2,-0.028022729136864655,-43.53896749019623,0.0004092704424510632,0.2772216796875,0.9861072301864624,0.008564243398723193,-2.6604013442993164,-2.3484645238095236,1258.0
27136,53,21,1261,-0.011692829430103302,0.019818285,832,0.2,-0.02368098750594072,-43.52049672603607,0.0004092704424510632,0.180908203125,0.986349880695343,0.08716259140055627,0.2887325882911682,-2.3484645238095236,1258.0
27648,54,21,1260,-0.048518192023038864,0.022914264,848,0.2,-0.030450164238573052,-43.50971329212189,0.0004092704424510632,0.2750244140625,0.9851726293563843,0.0033043116563931108,-2.125415802001953,-2.3484645238095236,1258.0
28160,55,22,1260,-0.02908363938331604,0.023357825,864,0.2,-0.025654737401055172,-43.46118938922882,0.0004092704424510632,0.2542724609375,0.9836773872375488,0.005621144999167882,0.25578439235687256,-2.337102,1258.0
28672,56,22,1260,-0.02553796023130417,0.022700276,880,0.2,-0.024055645597400144,-43.44753122329712,0.0004092704424510632,0.1796875,0.9843955039978027,0.04712601925712079,0.2830662727355957,-2.337102,1258.0
29184,57,23,1259,-0.03732270002365112,0.017911078,896,0.2,-0.019668958557303995,-43.44119954109192,0.0004092704424510632,0.187744140625,0.982604444026947,0.012273771557374857,-2.426020860671997,-2.3417997391304346,1258.0
29696,58,23,1259,-0.0121541116386652,0.024378784,912,0.2,-0.023098509380361065,-43.37576103210449,0.0004092704424510632,0.174560546875,0.9807045459747314,0.08039085904601961,0.2724382281303406,-2.3417997391304346,1258.0
30208,59,23,1258,-0.03300786018371582,0.019445755,928,0.2,-0.0229694736917736,-43.33673977851868,0.0004092704424510632,0.2296142578125,0.9803258180618286,0.002975699146190891,-4.465342998504639,-2.341204375,1258.0
