time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_fraction,train/std,train/value_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,0,4087,,,,,,,,,,,,,
1024,2,0,1913,-0.037849050015211105,0.011391178,16,0.2,-0.023801569142960943,-43.97786068916321,0.0004092704424510632,0.213134765625,0.9994151592254639,0.1715965337025409,-1.7257251739501953,,
1536,3,0,1626,-0.052152153104543686,0.021690778,32,0.2,-0.03478867560625076,-43.956530809402466,0.0004092704424510632,0.3009033203125,0.9986231923103333,0.006849559998954646,0.013721168041229248,-2.379017,1258.0
2048,4,1,1512,-0.024418985471129417,0.017246261,48,0.2,-0.023843248112825677,-43.957642674446106,0.0004092704424510632,0.2513427734375,1.0000380277633667,0.0208305818377994,-0.0037488937377929688,-2.379017,1258.0
2560,5,1,1452,-0.031854622066020966,0.015721073,64,0.2,-0.02579458818945568,-43.991666197776794,0.0004092704424510632,0.2777099609375,1.0000269412994385,0.0021824043069500476,-0.0013837814331054688,-2.258029,1258.0
3072,6,2,1416,-0.03094726987183094,0.016783051,80,0.2,-0.024652720589074306,-43.97904026508331,0.0004092704424510632,0.25146484375,0.9998133182525635,0.01051492583064828,7.772445678710938e-05,-2.258029,1258.0
3584,7,2,1390,-0.0410136841237545,0.017780084,96,0.2,-0.028301805519731715,-43.98497784137726,0.0004092704424510632,0.287109375,1.0005357265472412,0.003179209743393585,0.0014081001281738281,-2.258029,1258.0
4096,8,2,1371,-0.03418341279029846,0.016229039,112,0.2,-0.026326141436584294,-43.97997748851776,0.0004092704424510632,0.2412109375,0.9989047050476074,0.004798008449142799,0.0009835362434387207,-2.302057666666667,1258.0
4608,9,3,1359,-0.03273284435272217,0.018024987,128,0.2,-0.02553171251202002,-43.90176451206207,0.0004092704424510632,0.2694091796875,0.9959125518798828,0.003183640437782742,0.006896376609802246,-2.302057666666667,1258.0
5120,10,3,1347,-0.038746364414691925,0.018496763,144,0.2,-0.025534612243063748,-43.82779860496521,0.0004092704424510632,0.2806396484375,0.9945604801177979,0.004795749664481264,0.00254744291305542,-2.31299225,1258.0
5632,11,4,1339,-0.03804174065589905,0.01898472,160,0.2,-0.036372570117237046,-43.81217432022095,0.0004092704424510632,0.30517578125,0.9951968789100647,0.0018239931559946854,0.006857156753540039,-2.31299225,1258.0
6144,12,4,1331,-0.03273484855890274,0.021791168,176,0.2,-0.025685084008728154,-43.80078184604645,0.0004092704424510632,0.282470703125,0.9928395748138428,0.0022139110624266323,0.0023657679557800293,-2.31299225,1258.0
6656,13,5,1325,-0.03851697966456413,0.016725965,192,0.2,-0.024572298163548112,-43.73250615596771,0.0004092704424510632,0.269775390625,0.9921302199363708,0.004573644844640512,0.0035638809204101562,-2.2972134,1258.0
7168,14,5,1320,-0.054040245711803436,0.017074047,208,0.2,-0.02933004905935377,-43.74349117279053,0.0004092704424510632,0.2581787109375,0.9929696321487427,0.003516199329169467,0.004829108715057373,-2.2972134,1258.0
7680,15,5,1316,-0.03683367744088173,0.021428097,224,0.2,-0.026249128044582903,-43.76151943206787,0.0004092704424510632,0.2855224609375,0.9938145279884338,0.005349587510863785,0.023100554943084717,-2.2984666666666667,1258.0
8192,16,6,1312,-0.03751431778073311,0.020934723,240,0.2,-0.026306056388420984,-43.75179064273834,0.0004092704424510632,0.2528076171875,0.9914266467094421,0.007452616497175768,0.006145179271697998,-2.2984666666666667,1258.0
8704,17,6,1309,-0.04052986204624176,0.017403506,256,0.2,-0.03193558260682039,-43.65527164936066,0.0004092704424510632,0.258056640625,0.9887158870697021,0.0026950532228511292,0.009878754615783691,-2.2984666666666667,1258.0
9216,18,7,1305,-0.01856462098658085,0.018043421,272,0.2,-0.024425524577964097,-43.632036089897156,0.0004092704424510632,0.2425537109375,0.9905686974525452,0.005101917406136636,0.0008675456047058105,-2.2864028571428574,1258.0
9728,19,7,1302,-0.026985928416252136,0.027332827,288,0.2,-0.028290980102610774,-43.67228031158447,0.0004092704424510632,0.29638671875,0.989920437335968,0.017017846403177828,0.0009475946426391602,-2.2864028571428574,1258.0
10240,20,7,1300,-0.03858965262770653,0.015485218,304,0.2,-0.025967600784497336,-43.65071439743042,0.0004092704424510632,0.2205810546875,0.9904176592826843,0.007197399987489916,0.0037860870361328125,-2.3047825,1258.0
10752,21,8,1298,-0.023538369685411453,0.019618455,320,0.2,-0.025225177960237488,-43.66794455051422,0.0004092704424510632,0.2462158203125,0.990285336971283,0.022663544688839465,0.007313668727874756,-2.3047825,1258.0
11264,22,8,1295,-0.02301151677966118,0.016109813,336,0.2,-0.02264156519959215,-43.66133999824524,0.0004092704424510632,0.2193603515625,0.9909654855728149,0.0018136127364414278,-0.04772329330444336,-2.3047825,1258.0
11776,23,9,1292,-0.03532315045595169,0.019218707,352,0.2,-0.020588912928360514,-43.692020535469055,0.0004092704424510632,0.2200927734375,0.992137610912323,0.005048260252806358,0.0031470060348510742,-2.309755555555556,1258.0
12288,24,9,1290,-0.01618793234229088,0.018281735,368,0.2,-0.02365949891100172,-43.69888484477997,0.0004092704424510632,0.225341796875,0.9912451505661011,0.037245772837195545,0.002306044101715088,-2.309755555555556,1258.0
12800,25,9,1288,-0.03208457678556442,0.014698725,384,0.2,-0.027133547991979867,-43.66884195804596,0.0004092704424510632,0.253173828125,0.990739643573761,0.005377555062295869,0.19342917203903198,-2.3166511,1258.0
13312,26,10,1287,-0.010752715170383453,0.021370256,400,0.2,-0.025801729323575273,-43.64876091480255,0.0004092704424510632,0.26318359375,0.9897585511207581,0.04462906206026673,0.0013117790222167969,-2.3166511,1258.0
13824,27,10,1286,-0.026083363220095634,0.02085758,416,0.2,-0.026386906843981706,-43.619847655296326,0.0004092704424510632,0.251220703125,0.9892561435699463,0.0019050745722779538,0.030982255935668945,-2.3166511,1258.0
14336,28,11,1285,-0.04068873077630997,0.025290534,432,0.2,-0.027833863656269386,-43.60214078426361,0.0004092704424510632,0.2637939453125,0.9883764982223511,0.0050460442653275095,0.004172205924987793,-2.3125689090909094,1258.0
14848,29,11,1283,-0.016495276242494583,0.029925149,448,0.2,-0.025071526164538227,-43.593913435935974,0.0004092704424510632,0.301025390625,0.989106297492981,0.032470284844748676,0.0016805529594421387,-2.3125689090909094,1258.0
15360,30,11,1282,-0.0483245812356472,0.023823408,464,0.2,-0.03389237470400985,-43.60876524448395,0.0004092704424510632,0.2821044921875,0.9889118075370789,0.006949449714738876,0.14184284210205078,-2.31590425,1258.0
15872,31,12,1281,-0.01300518587231636,0.019479737,480,0.2,-0.028574352007126436,-43.59296762943268,0.0004092704424510632,0.27490234375,0.9880211353302002,0.07290627446491271,0.0008710026741027832,-2.31590425,1258.0
16384,32,12,1280,-0.03132646903395653,0.016594455,496,0.2,-0.025162612771964632,-43.546266317367554,0.0004092704424510632,0.2147216796875,0.9858116507530212,0.0018889830280386377,-0.04266667366027832,-2.3177155384615387,1258.0
16896,33,13,1280,0.00754898227751255,0.01716644,512,0.2,-0.02461927550029941,-43.49838888645172,0.0004092704424510632,0.2347412109375,0.9858148097991943,0.0771143741440028,0.0033221840858459473,-2.3177155384615387,1258.0
