time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_fraction,train/std,train/value_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
10752,21,8,1227,-0.03323354572057724,0.021398313,320,0.2,-0.030554876546375453,-43.83857190608978,0.0004092704424510632,0.3282470703125,0.995215892791748,0.021269067918183282,0.27127301692962646,-2.2893046249999998,1258.0
11264,22,9,1225,-0.04558943584561348,0.017645156,336,0.2,-0.02924584218999371,-43.80914747714996,0.0004092704424510632,0.2845458984375,0.9947757124900818,0.0027894006489077583,-1.1073017120361328,-2.2893046249999998,1258.0
11776,23,9,1223,-0.022604720667004585,0.022004955,352,0.2,-0.02275754709262401,-43.804567098617554,0.0004092704424510632,0.25537109375,0.9949830174446106,0.004620925581548363,0.07689547538757324,-2.2875409999999996,1258.0
12288,24,10,1221,-0.01866455003619194,0.016685568,368,0.2,-0.0269536989799235,-43.820125699043274,0.0004092704424510632,0.2581787109375,0.9957064986228943,0.02070314242155291,0.25837916135787964,-2.2875409999999996,1258.0
12800,25,10,1220,-0.025599809363484383,0.021161845,384,0.2,-0.026363408047473058,-43.82397949695587,0.0004092704424510632,0.27978515625,0.9949907660484314,0.016708794835722074,-0.24577701091766357,-2.2832222,1258.0
13312,26,10,1219,-0.010225948877632618,0.018368082,400,0.2,-0.02612433399190195,-43.820576548576355,0.0004092704424510632,0.2528076171875,0.9957582354545593,0.033859293325804174,0.3298501968383789,-2.2832222,1258.0
13824,27,11,1217,-0.045971985906362534,0.016182356,416,0.2,-0.024331894412171096,-43.83728742599487,0.0004092704424510632,0.20654296875,0.9958345293998718,0.002887094169636839,-1.474245309829712,-2.2832222,1258.0
14336,28,11,1216,-0.04644760116934776,0.027533598,432,0.2,-0.033714494900777936,-43.82000529766083,0.0004092704424510632,0.2896728515625,0.9943544268608093,0.004711442539701238,0.4138678312301636,-2.2960892727272726,1258.0
14848,29,12,1213,-0.030107678845524788,0.039140537,448,0.2,-0.0241144110186724,-43.773213505744934,0.0004092704424510632,0.31396484375,0.9935911297798157,0.01928642716666218,0.3875507116317749,-2.2960892727272726,1258.0
15360,30,12,1212,-0.03587542101740837,0.015549531,464,0.2,-0.02300622998154722,-43.79551362991333,0.0004092704424510632,0.2464599609375,0.9958707690238953,0.006027321600413416,-0.26927220821380615,-2.2899719999999997,1258.0
15872,31,13,1211,-0.02506193146109581,0.0193945,480,0.2,-0.02428106652223505,-43.85701096057892,0.0004092704424510632,0.2412109375,0.9968822598457336,0.03078265843214467,0.35020017623901367,-2.2899719999999997,1258.0
16384,32,13,1210,-0.027707701548933983,0.0152727645,496,0.2,-0.022178166749654338,-43.85437595844269,0.0004092704424510632,0.238525390625,0.9959538578987122,0.00193893753021257,-3.1253857612609863,-2.289168384615384,1258.0
16896,33,13,1210,-0.02234315127134323,0.019413318,512,0.2,-0.02679297508439049,-43.829999923706055,0.0004092704424510632,0.257568359375,0.9958126544952393,0.05074253148632124,0.18016064167022705,-2.289168384615384,1258.0
17408,34,14,1209,-0.030086735263466835,0.0187175,528,0.2,-0.02214043824642431,-43.844513058662415,0.0004092704424510632,0.24951171875,0.9967751502990723,0.0023928145001264056,-2.0834367275238037,-2.289168384615384,1258.0
17920,35,14,1208,-0.03738276660442352,0.020252265,544,0.2,-0.028512536227935925,-43.86893582344055,0.0004092704424510632,0.2777099609375,0.9975730776786804,0.004734555383038241,0.07058155536651611,-2.287004714285714,1258.0
18432,36,15,1208,-0.016484742984175682,0.015708035,560,0.2,-0.01852125291043194,-43.907262444496155,0.0004092704424510632,0.166015625,0.9992812275886536,0.04219868377549574,0.4106749892234802,-2.287004714285714,1258.0
18944,37,15,1207,-0.027912793681025505,0.019850317,576,0.2,-0.028229092902620323,-43.95152223110199,0.0004092704424510632,0.2706298828125,1.0000053644180298,0.003975197916588513,-1.1063556671142578,-2.2839289333333332,1258.0
19456,38,16,1206,-0.014093423262238503,0.018630438,592,0.2,-0.023528066143626347,-43.951449275016785,0.0004092704424510632,0.2119140625,0.9995694160461426,0.05875441059470177,0.5367935299873352,-2.2839289333333332,1258.0
19968,39,16,1206,-0.024541100487113,0.018432714,608,0.2,-0.021722954566939734,-43.95256698131561,0.0004092704424510632,0.2352294921875,1.0004143714904785,0.002446236612740904,-3.8150644302368164,-2.2839289333333332,1258.0
20480,40,16,1205,-0.034963879734277725,0.015215224,624,0.2,-0.023550330544821918,-43.96811378002167,0.0004092704424510632,0.2244873046875,1.0003682374954224,0.0044590049583348446,0.12259668111801147,-2.2868275000000002,1258.0
20992,41,17,1205,-0.012478204444050789,0.020380158,640,0.2,-0.022258255601627752,-43.96874010562897,0.0004092704424510632,0.2017822265625,1.0010987520217896,0.05112588364863768,0.30897098779678345,-2.2868275000000002,1258.0
21504,42,17,1205,-0.025081424042582512,0.016286183,656,0.2,-0.024326555314473808,-43.97132861614227,0.0004092704424510632,0.2271728515625,0.9999414682388306,0.007248860289109871,-0.012776851654052734,-2.288625,1258.0
22016,43,18,1205,-0.016708970069885254,0.023590446,672,0.2,-0.023926760477479547,-43.92653262615204,0.0004092704424510632,0.20947265625,0.9987719058990479,0.05539653520099819,0.5810439586639404,-2.288625,1258.0
22528,44,18,1205,-0.046554576605558395,0.018734409,688,0.2,-0.025211595522705466,-43.933274149894714,0.0004092704424510632,0.251220703125,1.0008596181869507,0.002038950624410063,-2.1743814945220947,-2.288625,1258.0
23040,45,19,1204,-0.030483635142445564,0.019830894,704,0.2,-0.02653859644487966,-43.97805082798004,0.0004092704424510632,0.2569580078125,1.0007245540618896,0.004147089486650657,0.029878735542297363,-2.2788525000000006,1258.0
23552,46,19,1204,-0.020239217206835747,0.016827807,720,0.2,-0.018658866218174808,-43.966978311538696,0.0004092704424510632,0.13720703125,1.000762701034546,0.08735740440897644,0.19509398937225342,-2.2788525000000006,1258.0
24064,47,19,1203,-0.04921454191207886,0.019001,736,0.2,-0.02655458790832199,-43.97626984119415,0.0004092704424510632,0.2498779296875,1.001313328742981,0.004237782006384805,-1.8470067977905273,-2.2717465789473685,1258.0
24576,48,20,1203,-0.00033386796712875366,0.018504698,752,0.2,-0.01655185742129106,-43.97508764266968,0.0004092704424510632,0.1280517578125,1.000016689300537,0.06807036127429456,0.556871771812439,-2.2717465789473685,1258.0
25088,49,20,1203,-0.02147718146443367,0.01644482,768,0.2,-0.021767807251308113,-43.94027018547058,0.0004092704424510632,0.2183837890625,1.0004959106445312,0.003002878476763726,-3.7007222175598145,-2.2717465789473685,1258.0
25600,50,21,1202,-0.03383410722017288,0.020336758,784,0.2,-0.023023195506539196,-43.95750677585602,0.0004092704424510632,0.2198486328125,0.9998391270637512,0.005737628642236814,0.09667056798934937,-2.2750183,1258.0
26112,51,21,1202,-0.021799255162477493,0.020722032,800,0.2,-0.02099971858842764,-43.91246855258942,0.0004092704424510632,0.1517333984375,0.9986884593963623,0.06727475393563509,0.464000403881073,-2.2750183,1258.0
26624,52,22,1202,-0.030579453334212303,0.01245036,816,0.2,-0.018564269339549355,-43.91682231426239,0.0004092704424510632,0.1668701171875,1.0004935264587402,0.008028030439163558,-0.41000068187713623,-2.279236761904762,1258.0
27136,53,22,1201,0.007217906415462494,0.014420491,832,0.2,-0.016868412756593898,-43.96957504749298,0.0004092704424510632,0.0928955078125,1.0012964010238647,0.12261604110244662,0.3951091766357422,-2.279236761904762,1258.0
27648,54,23,1201,-0.04392441734671593,0.02050804,848,0.2,-0.0253661259484943,-43.949779868125916,0.0004092704424510632,0.238525390625,0.9994907975196838,0.003337702390126651,-1.1024837493896484,-2.279236761904762,1258.0
28160,55,23,1201,-0.03913160413503647,0.029822692,864,0.2,-0.02863677914137952,-43.923807978630066,0.0004092704424510632,0.2725830078125,1.0007160902023315,0.009034468632307835,0.48123204708099365,-2.282398181818182,1258.0
28672,56,23,1201,-0.028321202844381332,0.02765137,880,0.2,-0.021555283659836277,-43.951090693473816,0.0004092704424510632,0.197998046875,0.9998233914375305,0.04954314470523968,0.5720677375793457,-2.282398181818182,1258.0
29184,57,24,1200,-0.026927411556243896,0.015399918,896,0.2,-0.025597507708880585,-43.900569438934326,0.0004092704424510632,0.21435546875,0.9988772869110107,0.0077542196231661364,-0.6294920444488525,-2.2875805217391307,1258.0
29696,58,24,1199,-0.018978308886289597,0.015603359,912,0.2,-0.017015309727867134,-43.887876868247986,0.0004092704424510632,0.103515625,0.9986228346824646,0.13716661796206608,0.29493504762649536,-2.2875805217391307,1258.0
30208,59,25,1199,-0.026069456711411476,0.022885483,928,0.2,-0.02758320514112711,-43.89205861091614,0.0004092704424510632,0.269287109375,0.9997408986091614,0.0030216193554224446,-2.0983872413635254,-2.2920850833333333,1258.0
30720,60,25,1199,0.0028316862881183624,0.01181671,944,0.2,-0.014465451837168075,-43.917577028274536,0.0004092704424510632,0.0997314453125,0.999624490737915,0.17698241327889264,0.3887477517127991,-2.2920850833333333,1258.0
31232,61,26,1199,-0.035868871957063675,0.016849741,960,0.2,-0.02103511747554876,-43.924628019332886,0.0004092704424510632,0.214599609375,1.0010989904403687,0.0025663274391263258,-0.6961978673934937,-2.2920850833333333,1258.0
31744,62,26,1198,-0.03956322371959686,0.03202194,976,0.2,-0.03243463236140087,-43.95336306095123,0.0004092704424510632,0.3140869140625,1.0004708766937256,0.005682518327375874,0.02753692865371704,-2.29228488,1258.0
32256,63,26,1198,0.011103760451078415,0.011043586,992,0.2,-0.011805331785581075,-43.92738401889801,0.0004092704424510632,0.0689697265625,0.9999191761016846,0.18583871563896537,0.3998047709465027,-2.29228488,1258.0
32768,64,27,1198,-0.03953192010521889,0.01601149,1008,0.2,-0.024484353052685037,-43.908299922943115,0.0004092704424510632,0.2352294921875,0.999106764793396,0.003504279757180484,-0.5212770700454712,-2.294524230769231,1258.0
33280,65,27,1197,0.008536158129572868,0.018199813,1024,0.2,-0.016556351154576987,-43.88110435009003,0.0004092704424510632,0.10546875,0.9985752701759338,0.17768711724784225,0.5059220790863037,-2.294524230769231,1258.0
33792,66,28,1197,-0.04023447632789612,0.02061465,1040,0.2,-0.027622811699984595,-43.84206306934357,0.0004092704424510632,0.2535400390625,0.9963588118553162,0.004109494533622637,-6.765503406524658,-2.294524230769231,1258.0
34304,67,28,1197,-0.036224573850631714,0.01994351,1056,0.2,-0.027632719749817625,-43.80408835411072,0.0004092704424510632,0.2559814453125,0.9972520470619202,0.0073846601153491065,0.02864813804626465,-2.29823262962963,1258.0
34816,68,29,1197,0.013577021658420563,0.014838259,1072,0.2,-0.011345994440489449,-43.83942091464996,0.0004092704424510632,0.11962890625,0.9976252913475037,0.19392187881749123,0.43324506282806396,-2.29823262962963,1258.0
35328,69,29,1197,-0.046495240181684494,0.01595585,1088,0.2,-0.028220535052241758,-43.85225188732147,0.0004092704424510632,0.2923583984375,0.9988327026367188,0.0058890209256787784,-0.17859017848968506,-2.3013165,1258.0
35840,70,29,1196,0.028664402663707733,0.017133072,1104,0.2,-0.015391385517432354,-43.88336718082428,0.0004092704424510632,0.118408203125,0.999222457408905,0.1773667640518397,0.6530213952064514,-2.3013165,1258.0
36352,71,30,1196,-0.031777121126651764,0.016595878,1120,0.2,-0.023454026159015484,-43.851078152656555,0.0004092704424510632,0.22998046875,0.9968357682228088,0.0032845515524968505,-4.370545387268066,-2.3013165,1258.0
36864,72,30,1196,-0.04468603804707527,0.020956602,1136,0.2,-0.02408025340992026,-43.789117097854614,0.0004092704424510632,0.2381591796875,0.996151864528656,0.005647970472637098,0.03127717971801758,-2.3045203103448277,1258.0
37376,73,31,1195,-0.0006191432476043701,0.01815416,1152,0.2,-0.016918434310355224,-43.77539896965027,0.0004092704424510632,0.12158203125,0.9952621459960938,0.15691652428358793,0.26531851291656494,-2.3045203103448277,1258.0
37888,74,31,1195,-0.04052738845348358,0.01906208,1168,0.2,-0.02946160058490932,-43.71508049964905,0.0004092704424510632,0.2655029296875,0.9922043085098267,0.004894358164165169,-0.43918585777282715,-2.305224566666667,1258.0
38400,75,32,1195,0.003966309130191803,0.018872274,1184,0.2,-0.01474185315601062,-43.6430447101593,0.0004092704424510632,0.1033935546875,0.9916476607322693,0.15978886804077774,0.632844090461731,-2.305224566666667,1258.0
38912,76,32,1195,-0.031778734177351,0.015779117,1200,0.2,-0.018770627924823202,-43.64306342601776,0.0004092704424510632,0.208251953125,0.9911380410194397,0.004234773849020712,-4.542782306671143,-2.305224566666667,1258.0
39424,77,32,1194,-0.0367528535425663,0.022853997,1216,0.2,-0.026242712832754478,-43.656651854515076,0.0004092704424510632,0.271728515625,0.9931073188781738,0.005941068666288629,0.16660892963409424,-2.304370419354839,1258.0
39936,78,33,1194,-0.010527374222874641,0.016472418,1232,0.2,-0.01902038227126468,-43.71157789230347,0.0004092704424510632,0.1300048828125,0.993681013584137,0.138689826708287,0.6395686864852905,-2.304370419354839,1258.0
40448,79,33,1194,-0.034176215529441833,0.022470128,1248,0.2,-0.027748842752771452,-43.735074162483215,0.0004092704424510632,0.255615234375,0.9954892992973328,0.007499084487790242,-1.6978216171264648,-2.30788884375,1258.0
40960,80,34,1193,0.015350118279457092,0.013176288,1264,0.2,-0.0070128500810824335,-43.78430676460266,0.0004092704424510632,0.040283203125,0.9958730340003967,0.1756731988862157,0.6586612462997437,-2.30788884375,1258.0
41472,81,34,1193,-0.026263311505317688,0.016846305,1280,0.2,-0.02103588345926255,-43.772897243499756,0.0004092704424510632,0.2203369140625,0.9953045845031738,0.0033452456373197492,-4.419537544250488,-2.30788884375,1258.0
41984,82,35,1193,-0.03458089381456375,0.016318541,1296,0.2,-0.025575764273526147,-43.770875692367554,0.0004092704424510632,0.2261962890625,0.9961962103843689,0.014955500926589593,0.48190754652023315,-2.3060033636363633,1258.0
42496,83,35,1193,-0.017281539738178253,0.021212818,1312,0.2,-0.019296384271001443,-43.79422354698181,0.0004092704424510632,0.1693115234375,0.9964826107025146,0.0802334921900183,0.6102937459945679,-2.3060033636363633,1258.0
43008,84,36,1193,-0.02519284375011921,0.020703366,1328,0.2,-0.030186644522473216,-43.78719675540924,0.0004092704424510632,0.2720947265625,0.9965779781341553,0.010321871013729833,-0.40963661670684814,-2.305107176470588,1258.0
43520,85,36,1192,0.006810642778873444,0.016380776,1344,0.2,-0.016666520532453433,-43.80686056613922,0.0004092704424510632,0.1287841796875,0.9980745911598206,0.1704837076831609,0.35330188274383545,-2.305107176470588,1258.0
44032,86,36,1192,-0.028198685497045517,0.015305275,1360,0.2,-0.021009007119573653,-43.86558377742767,0.0004092704424510632,0.2257080078125,0.9998823404312134,0.003361601531651104,-1.0770041942596436,-2.302921771428571,1258.0
44544,87,37,1192,0.01665576733648777,0.006072467,1376,0.2,-0.004754988607601263,-43.90066587924957,0.0004092704424510632,0.00927734375,1.0000606775283813,0.26466243038885295,0.5398504734039307,-2.302921771428571,1258.0
45056,88,37,1192,-0.04075246304273605,0.026094273,1392,0.2,-0.033088352996855974,-43.8881618976593,0.0004092704424510632,0.3045654296875,0.9988886713981628,0.0034157327318098396,-1.0138320922851562,-2.302921771428571,1258.0
45568,89,38,1192,-0.01596781425178051,0.017282449,1408,0.2,-0.018968847289215773,-43.863651275634766,0.0004092704424510632,0.220703125,0.9987313151359558,0.0057865318085532635,0.0501556396484375,-2.301569666666666,1258.0
46080,90,38,1192,0.010212698951363564,0.0061073517,1424,0.2,-0.006457248324295506,-43.861520171165466,0.0004092704424510632,0.0206298828125,0.998532772064209,0.27110536547843367,0.6139797568321228,-2.301569666666666,1258.0
46592,91,39,1192,-0.05034556984901428,0.023991317,1440,0.2,-0.03268662153277546,-43.84590494632721,0.0004092704424510632,0.298828125,0.997752845287323,0.003830877674772637,-3.2617220878601074,-2.3036902972972966,1258.0
47104,92,39,1192,0.025677097961306572,0.0070647253,1456,0.2,-0.008629577554529533,-43.82383453845978,0.0004092704424510632,0.0189208984375,0.9970554709434509,0.28349942504428327,0.595781683921814,-2.3036902972972966,1258.0
47616,93,39,1191,-0.029712572693824768,0.023980882,1472,0.2,-0.026180926215602085,-43.81549680233002,0.0004092704424510632,0.255126953125,0.997477650642395,0.003368885543750366,-1.3630783557891846,-2.3036902972972966,1258.0
48128,94,40,1191,-0.036643337458372116,0.02181542,1488,0.2,-0.026861099700909108,-43.82698941230774,0.0004092704424510632,0.28466796875,0.9972484707832336,0.007641428557690233,0.02555549144744873,-2.304843921052631,1258.0
48640,95,40,1191,0.029661938548088074,0.0083838655,1504,0.2,-0.010529781895456836,-43.820834040641785,0.0004092704424510632,0.049072265625,0.9969220161437988,0.2664072597399354,0.5295400619506836,-2.304843921052631,1258.0
49152,96,41,1191,-0.031611744314432144,0.018002588,1520,0.2,-0.022091136139351875,-43.78532516956329,0.0004092704424510632,0.2149658203125,0.9946150779724121,0.006486922677140683,-0.21541070938110352,-2.3058383333333325,1258.0
49664,97,41,1191,0.02300628274679184,0.0073002684,1536,0.2,-0.008378119979170151,-43.727391839027405,0.0004092704424510632,0.0274658203125,0.9940485954284668,0.321096622152254,0.6382226943969727,-2.3058383333333325,1258.0
50176,98,42,1190,-0.04340466484427452,0.017969644,1552,0.2,-0.025296351515862625,-43.7376354932785,0.0004092704424510632,0.228759765625,0.9953992366790771,0.004217737750877859,-5.626297473907471,-2.3058383333333325,1258.0
50688,99,42,1190,-0.025081360712647438,0.019129273,1568,0.2,-0.02756475075148046,-43.76893889904022,0.0004092704424510632,0.272705078125,0.9954522252082825,0.0050441987623344176,0.05589061975479126,-2.3076211,1258.0
51200,100,43,1190,0.02152266725897789,0.015686415,1584,0.2,-0.009712070990644861,-43.76003682613373,0.0004092704424510632,0.0865478515625,0.9953516125679016,0.27644541254267097,0.5171831250190735,-2.3076211,1258.0
51712,101,43,1190,-0.03529973328113556,0.01886155,1600,0.2,-0.02443319342273753,-43.74353015422821,0.0004092704424510632,0.2628173828125,0.9941579699516296,0.005593171692453325,-0.5723832845687866,-2.305628804878049,1258.0
52224,102,43,1190,0.007979989051818848,0.014721993,1616,0.2,-0.012841785050113685,-43.711154103279114,0.0004092704424510632,0.0975341796875,0.9937076568603516,0.36236408771947026,0.28053224086761475,-2.305628804878049,1258.0
52736,103,44,1190,-0.03350520879030228,0.017953955,1632,0.2,-0.029700874336413108,-43.70889472961426,0.0004092704424510632,0.2855224609375,0.9938474893569946,0.003356797169544734,-0.7512854337692261,-2.305628804878049,1258.0
53248,104,44,1190,-0.02927303873002529,0.02068465,1648,0.2,-0.023066281311912462,-43.7121958732605,0.0004092704424510632,0.2542724609375,0.9940274357795715,0.007116699940524995,0.0135154128074646,-2.3094690714285715,1258.0
53760,105,45,1190,0.023566702380776405,0.011511542,1664,0.2,-0.007852379741962068,-43.70847427845001,0.0004092704424510632,0.0513916015625,0.993838906288147,0.4622565503232181,0.1320919394493103,-2.3094690714285715,1258.0
54272,106,45,1189,-0.033596377819776535,0.020944435,1680,0.2,-0.02651178784435615,-43.69129467010498,0.0004092704424510632,0.278564453125,0.9929516315460205,0.005790481867734343,-0.22740769386291504,-2.309067581395349,1258.0
54784,107,46,1189,0.021372763440012932,0.011068655,1696,0.2,-0.012866443867096677,-43.66964375972748,0.0004092704424510632,0.056884765625,0.9926311373710632,0.46218891721218824,0.4900999665260315,-2.309067581395349,1258.0
55296,108,46,1189,-0.020868632942438126,0.014347104,1712,0.2,-0.019824682240141556,-43.66557776927948,0.0004092704424510632,0.1923828125,0.9926978349685669,0.007353243439865764,-5.184122085571289,-2.309067581395349,1258.0
55808,109,46,1189,-0.026290645822882652,0.01685119,1728,0.2,-0.021595145226456225,-43.65400671958923,0.0004092704424510632,0.2108154296875,0.9924019575119019,0.006531843420816585,0.4609076976776123,-2.3063819318181817,1258.0
56320,110,47,1189,-0.00744115374982357,0.022363253,1744,0.2,-0.01631284103496,-43.65743434429169,0.0004092704424510632,0.100341796875,0.9924351572990417,0.1693391293520108,0.6509217023849487,-2.3063819318181817,1258.0
56832,111,47,1189,-0.013520458713173866,0.018493198,1760,0.2,-0.026839924859814346,-43.6475065946579,0.0004092704424510632,0.2593994140625,0.9919817447662354,0.02533286128891632,0.14250916242599487,-2.3001208,1258.0
57344,112,48,1189,0.04767246171832085,0.011080515,1776,0.2,-0.012689252427662723,-43.63854539394379,0.0004092704424510632,0.052734375,0.9919987320899963,0.3194605028256774,0.7991610765457153,-2.3001208,1258.0
57856,113,48,1189,-0.027688924223184586,0.016788531,1792,0.2,-0.020303817858803086,-43.61848962306976,0.0004092704424510632,0.2139892578125,0.9904347062110901,0.01180583490349818,-5.599842548370361,-2.3001208,1258.0
58368,114,49,1189,0.016496315598487854,0.016560916,1808,0.2,-0.024490136464009993,-43.57082462310791,0.0004092704424510632,0.18408203125,0.99028480052948,0.19948509987443686,0.5356087684631348,-2.296626347826087,1258.0
58880,115,49,1189,-0.01229407824575901,0.03607683,1824,0.2,-0.0216137912357226,-43.57458245754242,0.0004092704424510632,0.27099609375,0.9905072450637817,0.045570721151307225,0.8914444446563721,-2.296626347826087,1258.0
59392,116,49,1189,-0.03395859897136688,0.021546293,1840,0.2,-0.02418471473356476,-43.60314226150513,0.0004092704424510632,0.269287109375,0.9923692345619202,0.010708950489060953,-0.7264015674591064,-2.2966589787234044,1258.0
59904,117,50,1189,0.008036915212869644,0.015551815,1856,0.2,-0.013738424677285366,-43.6505184173584,0.0004092704424510632,0.09130859375,0.992721676826477,0.2661533148493618,0.704899787902832,-2.2966589787234044,1258.0
60416,118,50,1189,-0.03601502627134323,0.017789636,1872,0.2,-0.02579741319641471,-43.64654719829559,0.0004092704424510632,0.250244140625,0.9925760626792908,0.00396499756607227,-5.745743751525879,-2.2926459791666667,1258.0
60928,119,51,1188,0.02519562840461731,0.0083500445,1888,0.2,-0.009906800551107153,-43.64205622673035,0.0004092704424510632,0.0523681640625,0.9925622344017029,0.3282486847601831,0.6134498119354248,-2.2926459791666667,1258.0
61440,120,51,1188,-0.033947255462408066,0.021590332,1904,0.2,-0.02286027424270287,-43.6297881603241,0.0004092704424510632,0.2529296875,0.9917702078819275,0.0028594472460099496,-1.5268073081970215,-2.2926459791666667,1258.0
61952,121,52,1188,-0.020240966230630875,0.02231495,1920,0.2,-0.026469695498235524,-43.63074553012848,0.0004092704424510632,0.24169921875,0.9935221076011658,0.004961678256222513,0.050437867641448975,-2.291740204081633,1258.0
62464,122,52,1188,0.030863570049405098,0.0045537394,1936,0.2,-0.005365852121030912,-43.68742322921753,0.0004092704424510632,0.00732421875,0.9943105578422546,0.3279667862225324,0.6012768745422363,-2.291740204081633,1258.0
62976,123,52,1188,-0.032447997480630875,0.016305964,1952,0.2,-0.024830682887113653,-43.65421938896179,0.0004092704424510632,0.2484130859375,0.9912479519844055,0.005697845263057388,-0.2816948890686035,-2.29210158,1258.0
63488,124,53,1188,0.06317812204360962,0.008003263,1968,0.2,-0.007400553724437486,-43.570950865745544,0.0004092704424510632,0.042236328125,0.9902234673500061,0.411701918579638,0.7321586012840271,-2.29210158,1258.0
64000,125,53,1188,-0.042683325707912445,0.020954963,1984,0.2,-0.025684244057629257,-43.55721402168274,0.0004092704424510632,0.2799072265625,0.9901806116104126,0.0032290701074089156,-6.571724891662598,-2.29210158,1258.0
