rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef,train/learning_rate,rollout/ep_len_mean,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,time/episodes,time/fps
-5.243745,-123.03288269042969,4931,3.270674228668213,0.017001237720251083,0.0008459126528049375,1258.0,-182.0011444091797,447,5032,4,11
-4.336659375,-133.0826416015625,9963,5.148270606994629,0.0011431608581915498,0.0008459126528049375,1258.0,-68.78728485107422,912,10064,8,11
-3.7207434166666666,-135.58241271972656,14995,6.581001281738281,0.0010322215966880322,0.0008459126528049375,1258.0,-17.305828094482422,1387,15096,12,10
-3.3164056874999996,-136.01014709472656,20027,3.6178178787231445,0.0010379598243162036,0.0008459126528049375,1258.0,-51.85469055175781,1863,20128,16,10
-3.13708745,-120.48491668701172,25059,3.423037528991699,0.0010195801733061671,0.0008459126528049375,1258.0,28.037322998046875,14,25160,20,10
-2.9642082083333334,-94.94776916503906,30091,7.3698015213012695,0.0014011021703481674,0.0008459126528049375,1258.0,0.18691492080688477,489,30192,24,10
-2.8784492857142863,-74.5274429321289,35123,17.25794219970703,0.001405936200171709,0.0008459126528049375,1258.0,125.61555480957031,963,35224,28,10
-2.8146671875,-67.98019409179688,40155,4.672206878662109,0.0009233628516085446,0.0008459126528049375,1258.0,-32.14035415649414,1440,40256,32,10
-2.737072888888889,-48.44058609008789,45187,3.1218175888061523,0.0010356653947383165,0.0008459126528049375,1258.0,-17.367259979248047,1914,45288,36,10
-2.67083605,-43.99435043334961,50219,15.024462699890137,0.0004323226457927376,0.0008459126528049375,1258.0,-47.950809478759766,30,50320,40,10
-2.610037295454546,-40.254486083984375,55251,2.9637832641601562,0.0002773359592538327,0.0008459126528049375,1258.0,26.822107315063477,515,55352,44,10
-2.550093604166667,-17.313432693481445,60283,6.339020729064941,0.0014182061422616243,0.0008459126528049375,1258.0,-51.9036865234375,1002,60384,48,10
-2.5207485000000003,-7.620841979980469,65315,2.44838809967041,0.0007119816145859659,0.0008459126528049375,1258.0,52.557395935058594,1486,65416,52,10
-2.4919828928571426,-6.8122100830078125,70347,3.4877452850341797,0.0009398964466527104,0.0008459126528049375,1258.0,39.39498519897461,1950,70448,56,10
-2.468276833333334,-4.673286437988281,75379,0.7499197721481323,0.0005700816982425749,0.0008459126528049375,1258.0,-72.4877700805664,45,75480,60,10
-2.443852984375,8.537430763244629,80411,17.791086196899414,0.001427905517630279,0.0008459126528049375,1258.0,-14.743346214294434,524,80512,64,10
-2.426032823529412,15.883184432983398,85443,5.393828392028809,0.0013225415023043752,0.0008459126528049375,1258.0,10.880565643310547,1002,85544,68,10
-2.399077986111111,16.497310638427734,90475,25.273765563964844,0.0012621054193004966,0.0008459126528049375,1258.0,-21.701738357543945,1478,90576,72,10
-2.382669986842105,22.874488830566406,95507,8.0661039352417,0.001165102468803525,0.0008459126528049375,1258.0,-31.59288787841797,1953,95608,76,10
