time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/value_loss,train/n_updates,train/std,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
0,4120,1,512,,,,,,,,,,,,,
0,2506,2,1024,0.16453315304534044,16,0.9998362064361572,0.2,0.2554931640625,-0.029672218079213053,-0.38989758491516113,-43.98185980319977,-0.038380756974220276,0.01396439,0.0004092704424510632,,
0,2219,3,1536,0.0038137119554448873,32,1.0011521577835083,0.2,0.2601318359375,-0.031330778263509274,-0.023852229118347168,-43.99399423599243,-0.035750746726989746,0.017034326,0.0004092704424510632,1257.0,-2.461085
0,2104,4,2048,0.0443661124445498,48,1.00076162815094,0.2,0.33544921875,-0.0361959534639027,0.0006746649742126465,-44.02270448207855,-0.018705710768699646,0.026999526,0.0004092704424510632,1257.0,-2.461085
1,2043,5,2560,0.0037190917500993237,64,0.9986168146133423,0.2,0.2467041015625,-0.026775576581712812,-0.03244662284851074,-43.977476835250854,-0.033400505781173706,0.015786827,0.0004092704424510632,1257.0,-2.4802035
1,1999,6,3072,0.055106284096837044,80,0.9986987709999084,0.2,0.3233642578125,-0.027368393493816257,-0.0002830028533935547,-43.933958292007446,-0.012649821117520332,0.026236806,0.0004092704424510632,1257.0,-2.4802035
1,1970,7,3584,0.006977851269766688,96,0.9985881447792053,0.2,0.335693359375,-0.03168363310396671,0.03384208679199219,-43.94257462024689,-0.031392041593790054,0.022561532,0.0004092704424510632,1257.0,-2.4802035
2,1950,8,4096,0.004600880864018109,112,0.9990222454071045,0.2,0.3070068359375,-0.028085251091397367,-0.04173922538757324,-43.942795276641846,-0.03068522922694683,0.021857228,0.0004092704424510632,1257.0,-2.526425
2,1935,9,4608,0.07702213479205966,128,0.9979442358016968,0.2,0.30859375,-0.030130334373097867,0.006329596042633057,-43.93925201892853,0.0005597695708274841,0.019505098,0.0004092704424510632,1257.0,-2.526425
2,1922,10,5120,0.0023931297364470083,144,0.9972094893455505,0.2,0.2425537109375,-0.02778087068872992,-0.3358680009841919,-43.90179491043091,-0.028713619336485863,0.01548481,0.0004092704424510632,1257.0,-2.502083
2,1911,11,5632,0.07268496695905924,160,0.9970149993896484,0.2,0.2664794921875,-0.025012293393956497,0.01874488592147827,-43.888824820518494,-0.0020941365510225296,0.020527301,0.0004092704424510632,1257.0,-2.502083
3,1905,12,6144,0.004459970259631518,176,0.9960646033287048,0.2,0.2320556640625,-0.021310952492058277,0.040789902210235596,-43.877625823020935,-0.032468754798173904,0.01732928,0.0004092704424510632,1257.0,-2.502083
