time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/value_loss,train/n_updates,train/std,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
0,3798,1,512,,,,,,,,,,,,,
0,2212,2,1024,0.17678317343234085,16,1.0009377002716064,0.2,0.237548828125,-0.029325385869015008,-0.48036134243011475,-44.00531196594238,-0.035392481833696365,0.016282516,0.0004092704424510632,,
0,2010,3,1536,0.004192942215013318,32,0.998315691947937,0.2,0.277099609375,-0.0317342400085181,0.00940859317779541,-43.98260724544525,-0.035522349178791046,0.016169759,0.0004092704424510632,1257.0,-2.609382
1,1932,4,2048,0.006035854370566085,48,0.996450662612915,0.2,0.2403564453125,-0.022334589113597758,0.0054724812507629395,-43.898431062698364,-0.02490631677210331,0.016442109,0.0004092704424510632,1257.0,-2.609382
1,1874,5,2560,0.003507527228066465,64,0.9969618320465088,0.2,0.3544921875,-0.029934763530036435,0.007110476493835449,-43.881696820259094,-0.04143548384308815,0.025829345,0.0004092704424510632,1257.0,-2.5706045
1,1838,6,3072,0.003459450766968075,80,0.9959598779678345,0.2,0.2083740234375,-0.02036300193867646,0.01519542932510376,-43.878273487091064,-0.033479996025562286,0.013627732,0.0004092704424510632,1257.0,-2.5706045
1,1811,7,3584,0.005935562570812181,96,0.9952921867370605,0.2,0.3114013671875,-0.031170916045084596,-0.0026215314865112305,-43.84677350521088,-0.036408815532922745,0.023966402,0.0004092704424510632,1257.0,-2.5706045
2,1791,8,4096,0.00567486256477423,112,0.9963892698287964,0.2,0.28369140625,-0.03482798326876946,-0.00039517879486083984,-43.85130596160889,-0.035533931106328964,0.019977069,0.0004092704424510632,1257.0,-2.599881
2,1791,9,4608,0.008087737936875783,128,0.995052695274353,0.2,0.2559814453125,-0.021816804059199058,-0.00255584716796875,-43.853720903396606,-0.026681801304221153,0.017634038,0.0004092704424510632,1257.0,-2.599881
2,1784,10,5120,0.0020961963637091685,144,0.9940968155860901,0.2,0.2777099609375,-0.03139921170077287,0.004690825939178467,-43.81502842903137,-0.03465843200683594,0.02066091,0.0004092704424510632,1257.0,-2.633556
3,1786,11,5632,0.011577326513361186,160,0.9911118149757385,0.2,0.260498046875,-0.02585398528026417,-0.005054354667663574,-43.75898802280426,-0.023725610226392746,0.014356479,0.0004092704424510632,1257.0,-2.633556
3,1784,12,6144,0.005712401471100748,176,0.9905272722244263,0.2,0.2677001953125,-0.028302222926868126,0.007950544357299805,-43.68595850467682,-0.03881283849477768,0.018506637,0.0004092704424510632,1257.0,-2.633556
3,1779,13,6656,0.003937683559342986,192,0.9895967841148376,0.2,0.2535400390625,-0.025194986606948078,-0.007853984832763672,-43.672558188438416,-0.036272354423999786,0.016261766,0.0004092704424510632,1257.0,-2.6458996
4,1769,14,7168,0.029118573293089867,208,0.9887117147445679,0.2,0.2679443359375,-0.027214640969759785,0.0009010434150695801,-43.640509843826294,-0.03061395138502121,0.017123109,0.0004092704424510632,1257.0,-2.6458996
4,1760,15,7680,0.0037470469032996334,224,0.9897361397743225,0.2,0.3101806640625,-0.03199379512807354,-0.0029124021530151367,-43.63631498813629,-0.04620273783802986,0.021149857,0.0004092704424510632,1257.0,-2.624066
4,1753,16,8192,0.034018532605841756,240,0.9874626398086548,0.2,0.3228759765625,-0.030241832573665306,0.0006744265556335449,-43.63414704799652,-0.017367415130138397,0.02932902,0.0004092704424510632,1257.0,-2.624066
4,1751,17,8704,0.0073170910036424175,256,0.9880723357200623,0.2,0.2850341796875,-0.026405779062770307,0.012363433837890625,-43.584675669670105,-0.030369790270924568,0.01941827,0.0004092704424510632,1257.0,-2.624066
