time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/value_loss,train/n_updates,train/std,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
0,4007,1,512,,,,,,,,,,,,,
0,2383,2,1024,0.11517438696319005,16,0.9981040358543396,0.2,0.2681884765625,-0.032146816374734044,-0.10538923740386963,-43.95516550540924,-0.036412667483091354,0.015488545,0.0004092704424510632,,
0,2121,3,1536,0.0046161171776475385,32,0.998573899269104,0.2,0.2283935546875,-0.02693728906160686,0.00037491321563720703,-43.93076825141907,-0.03353533893823624,0.016458422,0.0004092704424510632,1257.0,-2.499914
1,2023,4,2048,0.014038915309356526,48,0.9966966509819031,0.2,0.319091796875,-0.0355949323711684,-0.018216252326965332,-43.91980862617493,-0.03542612865567207,0.027026586,0.0004092704424510632,1257.0,-2.499914
1,1960,5,2560,0.0034082179772667587,64,0.9966059327125549,0.2,0.321044921875,-0.03065218692063354,0.14335274696350098,-43.87235736846924,-0.031003374606370926,0.019526603,0.0004092704424510632,1257.0,-2.388868
1,1924,6,3072,0.022213491145521402,80,0.9941534399986267,0.2,0.319091796875,-0.027004842791939154,-0.005680441856384277,-43.85040199756622,-0.022204771637916565,0.017445497,0.0004092704424510632,1257.0,-2.388868
1,1892,7,3584,0.005423338894615881,96,0.9921965003013611,0.2,0.3271484375,-0.0368963491928298,0.06875860691070557,-43.76508140563965,-0.03759704902768135,0.025435083,0.0004092704424510632,1257.0,-2.388868
2,1880,8,4096,0.0048585240947431885,112,0.990681529045105,0.2,0.2515869140625,-0.027114035008708015,-0.0047370195388793945,-43.71579456329346,-0.033129774034023285,0.017894708,0.0004092704424510632,1257.0,-2.4353320000000003
2,1866,9,4608,0.04061189171625301,128,0.9917102456092834,0.2,0.2864990234375,-0.026558464785921387,0.007756173610687256,-43.699440717697144,-0.015869595110416412,0.019227378,0.0004092704424510632,1257.0,-2.4353320000000003
2,1858,10,5120,0.0024302426136273425,144,0.9909262657165527,0.2,0.266357421875,-0.032469554294948466,0.13308322429656982,-43.71275472640991,-0.03991559147834778,0.018164825,0.0004092704424510632,1257.0,-2.494533
3,1849,11,5632,0.041870128945447505,160,0.9919444918632507,0.2,0.26513671875,-0.02338446349313017,0.023787200450897217,-43.70479416847229,-0.009054113179445267,0.022646181,0.0004092704424510632,1257.0,-2.494533
3,1843,12,6144,0.0038349195747287013,176,0.9923151731491089,0.2,0.29833984375,-0.031059381770319305,0.19374090433120728,-43.7316734790802,-0.027844101190567017,0.025575995,0.0004092704424510632,1257.0,-2.494533
3,1834,13,6656,0.004601350294251461,192,0.9928603172302246,0.2,0.246337890625,-0.02930285150068812,-0.04523277282714844,-43.74423372745514,-0.04576795920729637,0.018299751,0.0004092704424510632,1257.0,-2.464166
3,1827,14,7168,0.06340383854694664,208,0.993527352809906,0.2,0.24658203125,-0.029781386780086905,0.018653571605682373,-43.759665966033936,-0.025582516565918922,0.018827032,0.0004092704424510632,1257.0,-2.464166
4,1817,15,7680,0.004288243082555709,224,0.9937665462493896,0.2,0.2216796875,-0.026489851836231537,-0.9268379211425781,-43.77720296382904,-0.040014345198869705,0.014050926,0.0004092704424510632,1257.0,-2.484169
4,1807,16,8192,0.06539136555511504,240,0.9966149926185608,0.2,0.2777099609375,-0.02914834515831899,0.04892510175704956,-43.81488478183746,-0.0072304680943489075,0.018751271,0.0004092704424510632,1257.0,-2.484169
4,1803,17,8704,0.0060483508932520635,256,0.9965288043022156,0.2,0.264892578125,-0.02665989036904648,0.09514784812927246,-43.87651538848877,-0.03443409502506256,0.023566011,0.0004092704424510632,1257.0,-2.484169
5,1795,18,9216,0.005087828751129564,272,0.996721088886261,0.2,0.252197265625,-0.030249830364482477,-0.009389400482177734,-43.856868624687195,-0.039246127009391785,0.020883027,0.0004092704424510632,1257.0,-2.505043142857143
5,1795,19,9728,0.07519838877487928,288,0.9967265129089355,0.2,0.25927734375,-0.026512628202908672,0.029545128345489502,-43.8812438249588,-0.015243254601955414,0.023194052,0.0004092704424510632,1257.0,-2.505043142857143
5,1798,20,10240,0.009989839294576086,304,0.9960029125213623,0.2,0.1832275390625,-0.021723971265600994,-0.4112011194229126,-43.86028802394867,-0.030437404289841652,0.016716525,0.0004092704424510632,1257.0,-2.508490625
5,1797,21,10752,0.07806930737569928,320,0.9973964095115662,0.2,0.2474365234375,-0.024855144642060623,0.12104099988937378,-43.86616635322571,0.025224022567272186,0.01868951,0.0004092704424510632,1257.0,-2.508490625
6,1796,22,11264,0.017532511235913262,336,0.9980453252792358,0.2,0.2581787109375,-0.0296684481727425,0.0421445369720459,-43.90413963794708,-0.03642978146672249,0.02261925,0.0004092704424510632,1257.0,-2.508490625
