train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/episodes,train/ent_coef,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,rollout/ep_len_mean
4.002288818359375,70,71,0.0008459126528049375,-120.81864166259766,4,0.016995670273900032,5032,4931,-4.8197445000000005,-170.30142211914062,1258.0
5.2537431716918945,68,146,0.0008459126528049375,-122.66162109375,8,0.0009839857229962945,10064,9963,-3.7654101250000003,45.63895034790039,1258.0
3.817460536956787,68,220,0.0008459126528049375,-116.33619689941406,12,0.0015037840930745006,15096,14995,-3.0162876666666665,15.137328147888184,1258.0
221.26963806152344,68,295,0.0008459126528049375,-102.90107727050781,16,0.0006525216158479452,20128,20027,-2.6323848125,40.593772888183594,1258.0
7.753763198852539,67,2,0.0008459126528049375,-72.37242889404297,20,0.0014272499829530716,25160,25059,-2.41934965,8.710428237915039,1258.0
4.403998374938965,67,76,0.0008459126528049375,-54.76378631591797,24,0.0006002821028232574,30192,30091,-2.338481291666666,-9.436851501464844,1258.0
15.679948806762695,67,151,0.0008459126528049375,-48.96057891845703,28,0.0016487415414303541,35224,35123,-2.268154714285714,-35.491844177246094,1258.0
4.355506896972656,67,226,0.0008459126528049375,-35.557373046875,32,0.0005778951453976333,40256,40155,-2.21080596875,34.381072998046875,1258.0
6.256591796875,67,300,0.0008459126528049375,-33.24381637573242,36,0.0008379275095649064,45288,45187,-2.161878111111111,3.1514031887054443,1258.0
67.69632720947266,67,4,0.0008459126528049375,18.671640396118164,40,0.0018505161860957742,50320,50219,-2.0931971999999996,-19.41650390625,1258.0
30.557781219482422,67,79,0.0008459126528049375,54.41531753540039,44,0.0012785358121618629,55352,55251,-2.087342181818182,-65.69998168945312,1258.0
23.970680236816406,67,154,0.0008459126528049375,80.50328063964844,48,0.0005492899799719453,60384,60283,-2.0786003541666664,-80.06807708740234,1258.0
14.916690826416016,67,229,0.0008459126528049375,106.4156723022461,52,0.0004659705446101725,65416,65315,-2.063519461538461,36.4430046081543,1258.0
8.712684631347656,67,305,0.0008459126528049375,124.76075744628906,56,0.0004119851510040462,70448,70347,-2.039369625,-41.71446228027344,1258.0
5.694239139556885,65,7,0.0008459126528049375,136.44273376464844,60,0.0005574871320277452,75480,75379,-2.01265525,-41.118289947509766,1258.0
4.106690883636475,64,85,0.0008459126528049375,147.06895446777344,64,0.0002675970026757568,80512,80411,-2.0110503125,79.1043472290039,1258.0
3.2490224838256836,63,165,0.0008459126528049375,156.81365966796875,68,0.000356521166395396,85544,85443,-2.001343161764706,-27.069477081298828,1258.0
8.38924789428711,63,243,0.0008459126528049375,162.1349639892578,72,0.00026883347891271114,90576,90475,-1.9846127083333331,45.70155334472656,1258.0
4.870416641235352,63,322,0.0008459126528049375,170.81455993652344,76,0.00020843616221100092,95608,95507,-1.977754644736842,-60.22160339355469,1258.0
