train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/episodes,train/ent_coef,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,rollout/ep_len_mean
1.7024816274642944,69,72,0.0008459126528049375,-122.7750473022461,4,0.017138175666332245,5032,4931,-4.88760925,-176.66148376464844,1258.0
6.0821614265441895,68,146,0.0008459126528049375,-128.90374755859375,8,0.001045648823492229,10064,9963,-3.894576375,-28.983613967895508,1258.0
6.752185821533203,68,220,0.0008459126528049375,-131.9119415283203,12,0.0010225940495729446,15096,14995,-3.2082455000000003,-32.02328872680664,1258.0
12.546377182006836,68,295,0.0008459126528049375,-133.9469757080078,16,0.0008422943647019565,20128,20027,-2.8679488125,-27.763795852661133,1258.0
5.017696380615234,68,2,0.0008459126528049375,-134.46604919433594,20,0.0007999800727702677,25160,25059,-2.6466803999999997,-65.88317108154297,1258.0
7.916829586029053,67,77,0.0008459126528049375,-133.08607482910156,24,0.0006058590952306986,30192,30091,-2.493883541666667,4.689772129058838,1258.0
5.646939754486084,67,151,0.0008459126528049375,-116.97722625732422,28,0.0014469627058133483,35224,35123,-2.3788768571428567,42.05048751831055,1258.0
6.262137413024902,67,226,0.0008459126528049375,-99.69107055664062,32,0.0013099812204018235,40256,40155,-2.31443025,-60.99017333984375,1258.0
2.039825201034546,67,300,0.0008459126528049375,-89.74605560302734,36,0.0007319770520552993,45288,45187,-2.2565522222222225,50.42624282836914,1258.0
4.905455589294434,67,4,0.0008459126528049375,-82.36363983154297,40,0.0006577529711648822,50320,50219,-2.207244725,3.00430965423584,1258.0
1.1387858390808105,67,79,0.0008459126528049375,-78.44749450683594,44,0.0004769336082972586,55352,55251,-2.1624379772727274,-35.18645095825195,1258.0
2.054330825805664,67,153,0.0008459126528049375,-51.37303161621094,48,0.0007084676763042808,60384,60283,-2.1128972916666666,-6.6460185050964355,1258.0
3.2847108840942383,67,228,0.0008459126528049375,-44.23914337158203,52,0.0005056738154962659,65416,65315,-2.0834953846153845,19.043367385864258,1258.0
2.4486398696899414,67,304,0.0008459126528049375,-42.52421188354492,56,0.0005362319061532617,70448,70347,-2.0617486428571428,81.58950805664062,1258.0
2.9536540508270264,64,7,0.0008459126528049375,-30.742774963378906,60,0.0004766909987665713,75480,75379,-2.0508135333333333,-18.74188232421875,1258.0
3.0759429931640625,63,86,0.0008459126528049375,-17.761892318725586,64,0.0008450468885712326,80512,80411,-2.036747984375,-36.27534866333008,1258.0
1.4498705863952637,63,165,0.0008459126528049375,-16.63260841369629,68,0.0003241569793317467,85544,85443,-2.0282604852941173,-31.526519775390625,1258.0
3.539815902709961,63,244,0.0008459126528049375,-8.537202835083008,72,0.0007810514071024954,90576,90475,-2.0165363888888894,93.94022369384766,1258.0
2.2563982009887695,63,323,0.0008459126528049375,-4.430415153503418,76,0.0007309237262234092,95608,95507,-2.022922105263158,-85.99380493164062,1258.0
