train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/episodes,train/ent_coef,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,rollout/ep_len_mean
3.093540668487549,71,70,0.0008459126528049375,-123.2293472290039,4,0.01763690449297428,5032,4931,-4.7660385000000005,-166.22726440429688,1258.0
4.271318435668945,70,143,0.0008459126528049375,-128.88851928710938,8,0.001001251395791769,10064,9963,-3.819536875,6.629792213439941,1258.0
7.900510787963867,69,216,0.0008459126528049375,-132.73031616210938,12,0.0009722321410663426,15096,14995,-3.173201666666667,42.268638610839844,1258.0
12.594234466552734,69,288,0.0008459126528049375,-118.41297149658203,16,0.0013070835266262293,20128,20027,-2.811130125,62.206905364990234,1258.0
8.75978946685791,69,2,0.0008459126528049375,-101.9759750366211,20,0.0007498718914575875,25160,25059,-2.5752140999999997,-69.66862487792969,1258.0
5.401856899261475,69,74,0.0008459126528049375,-87.22142028808594,24,0.0008385882247239351,30192,30091,-2.4027062083333335,34.59599685668945,1258.0
2.497619152069092,69,147,0.0008459126528049375,-72.7553939819336,28,0.0007276402902789414,35224,35123,-2.3153905,-35.82941436767578,1258.0
5.211933612823486,69,220,0.0008459126528049375,-68.33671569824219,32,0.0002860563399735838,40256,40155,-2.26423034375,-7.063421249389648,1258.0
2.6925179958343506,69,293,0.0008459126528049375,-64.58463287353516,36,0.0003959170717280358,45288,45187,-2.200852888888889,-3.6669955253601074,1258.0
6.579430103302002,69,4,0.0008459126528049375,-59.7058219909668,40,0.00033743094536475837,50320,50219,-2.152407475,2.7086074352264404,1258.0
1.421765923500061,69,77,0.0008459126528049375,-56.89596939086914,44,0.00048440933460369706,55352,55251,-2.11182925,-81.99055480957031,1258.0
2.097994089126587,69,150,0.0008459126528049375,-52.49626159667969,48,0.0005075007793493569,60384,60283,-2.0795029166666668,-89.8921890258789,1258.0
2.0159549713134766,69,223,0.0008459126528049375,-48.423675537109375,52,0.0007267529726959765,65416,65315,-2.057408903846154,18.68711280822754,1258.0
3.9578914642333984,68,296,0.0008459126528049375,-40.69134521484375,56,0.0005391567829065025,70448,70347,-2.0312607857142857,-21.125553131103516,1258.0
3.4587759971618652,66,7,0.0008459126528049375,-34.30467987060547,60,0.0003553090791683644,75480,75379,-2.0106369,-19.13275718688965,1258.0
5.4858927726745605,65,83,0.0008459126528049375,-32.70376205444336,64,0.0006799655384384096,80512,80411,-1.9816375000000002,-20.565677642822266,1258.0
10.286209106445312,65,160,0.0008459126528049375,-26.454713821411133,68,0.0008277701563201845,85544,85443,-1.9561175441176468,-42.920745849609375,1258.0
3.2409849166870117,65,237,0.0008459126528049375,-18.426618576049805,72,0.0005353045416995883,90576,90475,-1.935677347222222,-24.245227813720703,1258.0
4.300135612487793,65,314,0.0008459126528049375,-1.2049968242645264,76,0.0006748004234395921,95608,95507,-1.9198612763157896,-90.91947937011719,1258.0
